# source: CEPII BACI HS17 V202601, year 2024 (via data/processed/baci_2024_hs6.parquet)
# pulled: 2026-07-30
# license: Etalab 2.0
# script: analysis/20_multigraph.py
# unit: *_kusd values are THOUSANDS of current USD (BACI native 'v'); USD = kusd * 1e3
# note: Taiwan = BACI code 490 'Other Asia, nes', recoded to TWN (iso3_recode)
# note: de minimis 1.0 kUSD on layer edges; HHI on 0..10,000 scale;
#       betweenness distance = 1/ln(1+v_kusd); eigenvector on undirected projection
# layer = semiconductors; HS6 codes (18): 848610,848620,848630,848640,848690,854110,854121,854129,854130,854140,854150,854160,854190,854231,854232,854233,854239,854290
exporter_iso3,importer_iso3,value_kusd
MAR,FRA,137471.158
VNM,MAC,137452.199
TWN,MLT,135315.757
PHL,FRA,134905.507
CRI,HKG,131036.363
USA,CZE,130892.649
KOR,TUR,128629.951
ITA,DEU,128512.659
USA,BEL,128469.733
SGP,HUN,127602.531
GBR,TWN,127577.635
JPN,HUN,126820.925
ESP,MAR,126654.029
BEL,HUN,124473.461
CZE,USA,124465.662
CRI,TWN,124297.21
PHL,AUT,123088.233
USA,ITA,121798.131
ITA,MAR,121421.424
CZE,POL,120946.624
TWN,SWE,120936.692
BEL,FRA,120760.168
AUT,HUN,120639.408
THA,NLD,120562.468
ISR,MEX,120174.65
THA,GBR,120120.693
PHL,CAN,119732.106
HKG,ISR,119287.262
USA,HUN,116532.344
TWN,CZE,115397.417
PHL,ISR,114142.002
CZE,NLD,114100.037
CHN,SRB,113629.676
PHL,GBR,113523.358
KOR,CAN,113238.83
DEU,BGR,113179.027
ITA,ROU,111709.58
TWN,HUN,111245.551
DEU,IDN,110338.209
GBR,HKG,109981.279
NLD,GBR,109926.506
FRA,JPN,108625.594
HKG,ARE,108368.052
TWN,FIN,108069.551
FRA,TUN,107473.136
FRA,MYS,107055.884
JPN,GBR,107054.791
CHN,FIN,106912.731
GBR,NLD,106634.853
IRL,NLD,106436.182
TWN,ROU,106262.448
PRT,SGP,104831.186
AUT,KOR,104752.424
HKG,SGP,104567.946
MEX,DEU,104047.325
JPN,ITA,103640.367
CHN,IRN,103462.37
JPN,BRA,103157.342
BEL,ROU,102789.212
KOR,MLT,101642.373
MLT,USA,100343.289
DNK,ITA,100259.548
CHN,CRI,99812.923
IDN,JPN,99768.041
CHN,CHL,99057.71
MYS,BGR,98756.491
GBR,JPN,98605.846
HKG,MAC,98456.977
CHE,VNM,97958.537
PRT,CHN,97703.484
CHN,PAN,97670.428
NLD,MYS,96823.894
TWN,AUS,95478.648
NLD,ARE,95299.314
TWN,IRL,95104.665
ITA,FRA,94729.729
BEL,MYS,94013.916
PHL,POL,93847.678
GBR,MYS,93812.453
MYS,AUS,92965.331
MEX,JPN,92841.085
JPN,CZE,92281.19
MYS,AUT,91941.359
AUT,ROU,91628.686
AUT,HKG,91389.584
KOR,IRL,91100.323
USA,POL,90998.151
NLD,DNK,90987.874
MYS,HUN,90983.562
DEU,CAN,90738.28
GBR,ISR,90302.332
MYS,CHE,90031.443
NLD,AUT,88635.691
BGR,HKG,88601.184
CRI,MEX,88446.065
DEU,FIN,88323.731
CZE,SVK,87691.612
CHN,SWE,86866.066
MYS,IRL,86573.521
CHN,MKD,85189.915
CZE,CHN,84412.45
THA,CAN,83390.73
MYS,ESP,83376.514
CHN,NZL,83373.212
MYS,SVK,83224.919
SGP,LUX,83057.539
IRL,PRT,82446.152
THA,IDN,82194.274
TWN,ESP,81966.468
CHE,MYS,81271.266
IRL,HUN,81205.377
CHN,PER,81074.286
ROU,ITA,80652.089
MYS,TUR,80546.996
VNM,TUR,80462.759
GBR,FRA,80299.616
IND,HKG,80056.416
CAN,THA,79952.856
KOR,EGY,79822.183
BEL,HKG,79741.915
ITA,KOR,79105.893
HKG,BGD,78376.988
USA,EST,78362.389
BEL,SWE,78142.035
FRA,HUN,78087.172
PHL,CZE,77585.963
NLD,SVK,77512.621
JPN,ESP,77424.158
MEX,KOR,77237.207
PHL,BGR,76940.029
FRA,ESP,76595.848
FRA,SWE,76543.234
THA,CZE,76067.263
DEU,SVN,75942.004
DEU,SRB,75149.522
VNM,IDN,74960.322
IRL,ROU,74940.937
ISR,DEU,74641.67
ISR,PHL,74205.991
PRT,TWN,73550.439
AUT,JPN,73100.942
CHN,JOR,72565.891
SRB,HUN,72454.13
CHN,LBN,72037.568
CHN,EST,71862.693
NLD,MEX,71821.493
MYS,FIN,71812.623
ISR,TWN,71418.718
HKG,MEX,70675.089
HKG,BRA,70176.977
ESP,ITA,69978.008
GBR,KOR,69840.869
USA,PRT,69674.712
MEX,VNM,69543.895
CHN,YEM,69441.627
CHN,BIH,69374.506
DNK,NLD,69353.98
USA,CHE,69184.961
GBR,SGP,69122.579
JPN,CHE,69051.386
GRC,ROU,68763.777
POL,USA,68550.949
VNM,GBR,68255.867
IDN,DEU,68020.67
JPN,SVK,67791.365
ITA,MLT,67464.204
FRA,POL,67321.797
FRA,PHL,66494.432
FIN,CHN,66433.457
TWN,ITA,66235.255
CHN,ARM,66232.768
BEL,DNK,65120.627
BEL,USA,64983.499
CHE,FRA,64809.675
FRA,GBR,64688.154
CHE,SWE,64606.197
SWE,JPN,63918.46
THA,BEL,63884.588
ISR,KOR,63815.517
JPN,CAN,63402.8
NLD,CHE,63296.941
HKG,TWN,63034.461
CAN,SGP,63030.15
DNK,FRA,62911.044
KOR,HUN,62300.396
SWE,USA,62249.457
PHL,BEL,61351.232
IDN,KOR,61078.178
CHN,MMR,61046.892
CHN,AFG,60854.424
THA,BRA,60414.067
THA,POL,60213.304
SGP,POL,59541.147
IRL,JPN,59468.392
KOR,ITA,57800.546
CHN,QAT,57495.771
SGP,AUT,56696.817
AUT,NLD,56603.869
CHE,KOR,56491.874
HUN,ESP,56269.96
NZL,USA,55939.791
CZE,SGP,55939.613
ESP,GRC,55877.61
DEU,BRA,55638.198
IND,KOR,55214.39
DEU,GRC,55163.21
CRI,NLD,54359.25
SWE,KOR,54093.827
CHN,KEN,54010.297
HUN,HKG,53924.453
ITA,THA,53223.609
DNK,DEU,53217.337
KHM,IND,53087.478
POL,DNK,52766.351
HUN,SGP,52656.616
CHE,NLD,52614.558
PHL,CHE,52554.496
CHE,PHL,52137.383
FIN,IND,52007.428
FRA,PRT,51893.007
CHN,NOR,51629.186
BRA,JPN,51573.678
ITA,JPN,51560.877
ISR,HKG,51277.001
PHL,IRL,51138.724
TWN,NOR,50980.64
USA,DOM,50433.455
CHE,TWN,50071.155
SWE,NOR,49934.27
CHN,HRV,49899.385
CHN,SEN,49653.192
ITA,POL,49633.398
CHN,IRQ,49288.803
CHN,GTM,49095.739
BGR,DEU,49094.811
CHN,CUB,48686.481
DEU,EST,48555.836
ESP,DEU,48544.512
NLD,LTU,48528.047
BEL,ISR,48257.533
CHE,CZE,48129.903
USA,SWE,48044.023
CHN,DZA,48013.785
HUN,CHN,47976.297
AUT,CHE,46871.985
SWE,POL,46800.53
ESP,GBR,46750.216
CHN,MDA,46740.921
CHN,MDG,46322.317
TWN,SVK,45925.828
CHE,THA,45614.836
CZE,FRA,45557.472
CHN,ALB,45504.372
AUT,PHL,45503.842
BEL,ESP,45496.692
JPN,FIN,45416.9
FRA,THA,45250.206
SGP,BEL,45122.224
KOR,PRT,44787.816
SWE,GBR,44436.303
USA,AUS,44387.428
ISR,SGP,44048.824
MYS,SRB,43975.269
IDN,HKG,43770.836
HKG,GBR,43745.69
KOR,AUT,43712.885
CAN,JPN,43584.102
POL,ROU,43545.902
TWN,EGY,42933.424
IND,ARE,42609.64
IND,VNM,42489.106
FIN,MEX,42271.845
CZE,ESP,42173.83
CAN,CHN,42128.498
DEU,AUS,42013.315
CZE,HUN,41984.266
ESP,FRA,41850.933
BEL,JPN,41285.42
CHE,JPN,41270.716
JPN,ISR,41178.185
BGR,CHN,40584.086
ITA,NLD,40405.712
VNM,FRA,40291.749
JPN,POL,40288.953
HKG,IDN,40253.709
USA,TUR,40042.32
VNM,POL,39968.301
POL,ITA,39962.759
IDN,MEX,39874.371
FRA,IND,39810.837
ESP,USA,39468.492
HKG,THA,39445.452
ITA,CZE,39433.568
KOR,SWE,39137.63
VNM,AUS,38907.395
ISR,FRA,38712.834
MAR,ESP,38485.724
PHL,BRA,38206.51
FRA,ISR,37994.531
AUT,MEX,37986.144
CHN,CMR,37645.454
ITA,ESP,37546.814
BEL,AUT,37433.501
ITA,TUN,37422.95
CZE,MYS,37251.701
CHN,TZA,36998.301
CHE,ISR,36868.389
MEX,THA,36419.662
DEU,MAR,36216.523
POL,NLD,36190.753
MYS,ROU,35923.291
BEL,CHN,35617.505
MEX,NLD,35612.374
MEX,HUN,35377.144
DNK,USA,35223.954
BEL,SGP,35157.593
ESP,DOM,35145.884
CHE,IND,35091.754
TUN,FRA,35086.839
BHR,HKG,34962.044
CHN,NAM,34937.536
PRT,USA,34930.162
MYS,UKR,34854.709
VNM,ESP,34530.446
CZE,ROU,34493.694
MYS,TUN,34353.796
CZE,CHE,34292.51
AUT,THA,34239.485
MYS,MKD,34075.971
MYS,ARG,34066.001
GBR,CAN,33969.709
FIN,HUN,33895.299
BEL,POL,33894.595
PHL,HUN,33742.065
CHN,KAZ,33722.918
AUS,USA,33722.437
THA,TUR,33650.778
FRA,ROU,33602.935
CHN,LKA,33580.073
BEL,PHL,33564.792
KOR,SRB,33430.228
THA,ESP,33363.967
FRA,VNM,33307.196
ROU,DEU,33087.296
SVK,USA,33020.759
NZL,JPN,33012.873
MAR,MEX,32964.272
CHN,GHA,32941.051
THA,KHM,32568.79
CZE,SWE,32323.752
SWE,EST,32216.74
IDN,VNM,32212.838
BGR,PHL,32171.941
ROU,NLD,32070.229
PRT,ROU,32004.001
IDN,IND,31823.146
CHN,MAC,31806.839
CHN,ZMB,31680.617
CHN,LVA,31531.432
FRA,TUR,31497.736
ARE,HKG,31475.761
GBR,ITA,31207.561
JPN,MAR,31180.634
HUN,UKR,31154.117
HUN,AUT,31076.461
BEL,THA,30810.308
TWN,BGR,30793.498
SGP,CHE,30723.832
CZE,JPN,30719.116
CZE,ITA,30658.734
USA,FIN,30658.453
SGP,GBR,30624.353
POL,UKR,30607.11
DNK,POL,30516.217
KOR,AGO,30507.669
KHM,IDN,30471.817
CZE,TWN,30398.219
HUN,MEX,30051.426
SGP,CAN,30000.939
CZE,PRT,29962.905
HUN,USA,29852.744
IRL,CZE,29837.834
FRA,AUT,29830.705
THA,LAO,29826.128
USA,SAU,29799.043
MLT,MEX,29732.485
FRA,CHE,29691.431
PHL,ESP,29616.073
CHN,LUX,29529.608
MAC,HKG,29333.962
ISR,NLD,29292.206
MEX,BRA,29272.856
ITA,CHE,29269.394
TUN,ITA,29265.313
MYS,ITA,28983.347
HKG,DEU,28886.112
THA,AUT,28698.663
BEL,PRT,28677.034
KOR,FIN,28535.356
BRA,VNM,28527.244
USA,ARE,28319.602
TWN,UKR,28178.83
IRL,MEX,28153.605
THA,ITA,28143.659
DEU,TUN,28133.492
MAR,KOR,28117.362
SVK,AUT,28039.228
IND,SGP,27991.782
FRA,CZE,27874.07
CHN,CIV,27638.507
SGP,ARE,27636.053
HUN,IND,27634.014
SGP,AUS,27597.455
CAN,NLD,27501.883
JPN,TUR,27469.43
ITA,TUR,27409.909
MYS,NOR,27135.573
MYS,MAC,27037.556
CHN,ECU,26994.314
SGP,MLT,26863.875
SWE,DNK,26800.606
GBR,IRL,26749.253
PHL,TUR,26474.844
CZE,GBR,26151.35
CHE,IRL,26061.755
TWN,TUN,26044.833
NLD,LVA,25990.312
MEX,CAN,25948.519
AUT,FRA,25884.138
POL,JPN,25867.157
CHN,TTO,25799.12
BEL,TWN,25667.801
DEU,HRV,25548.5
NLD,BGR,25522.689
CZE,HKG,25520.605
SVN,ROU,25432.265
DNK,ROU,25390.779
MEX,IDN,25294.144
ESP,ROU,25199.882
AUT,ITA,25166.692
CHN,UGA,25121.233
PHL,SWE,24759.516
USA,LUX,24717.043
CAN,HKG,24714.428
MLT,THA,24686.821
KHM,HKG,24663.764
HUN,SVK,24615.122
DNK,GRC,24599.588
CRI,JPN,24593.999
BEL,IRL,24508.349
JPN,ROU,24471.953
VNM,CHE,24447.447
TWN,LUX,24412.557
SVK,POL,24307.527
POL,SVK,24268.313
USA,NOR,24074.774
TWN,MAC,24038.47
PHL,ROU,23977.729
MAR,POL,23973.828
ESP,HUN,23950.254
IRL,PHL,23942.213
NLD,CAN,23819.932
CHE,SGP,23788.193
BGR,USA,23645.342
THA,CHE,23506.331
ITA,HUN,23327.089
CHE,AUT,23243.583
AUT,BGR,23169.614
CAN,DEU,23009.793
USA,CHL,22980.444
DEU,NOR,22926.46
CHN,COD,22452.118
ESP,NLD,22386.159
CHE,ITA,22318.155
MYS,SWE,22297.663
SWE,TWN,22253.341
DNK,HUN,22071.539
FIN,TWN,22047.863
MYS,ARE,21941.813
FRA,MEX,21785.296
AUS,JPN,21755.522
VNM,ISR,21642.0
THA,HUN,21575.719
ISR,GBR,21483.17
PHL,UKR,21396.229
KOR,SVK,21358.932
BEL,CZE,21322.335
AUT,POL,21319.591
NLD,PHL,21065.329
THA,ZAF,21035.778
CRI,KOR,21018.629
VNM,PER,20988.874
MYS,CRI,20969.087
PHL,ARE,20929.407
USA,ZAF,20890.777
CHN,BLR,20754.121
CHN,MOZ,20720.361
BEL,GBR,20698.667
TWN,MAR,20549.805
ITA,GBR,20530.129
LTU,LVA,20356.108
SVK,HUN,20142.574
CZE,ARE,20017.837
IND,BGD,19958.715
IRL,TWN,19817.735
DEU,VNM,19768.481
POL,LTU,19744.394
DNK,SRB,19638.763
SWE,DEU,19624.783
SWE,MEX,19597.046
CZE,UKR,19290.408
BGR,THA,19271.073
CAN,TWN,19201.362
GBR,CHE,19175.899
CZE,TUR,19151.151
IND,MYS,19085.854
SGP,CZE,19081.1
MYS,MAR,19008.573
KOR,AUS,18977.93
SVK,NLD,18971.906
NLD,FIN,18962.469
CHN,BFA,18933.918
SRB,FRA,18929.843
PRT,KOR,18885.233
DNK,SWE,18852.291
FRA,BRA,18762.616
BEL,CHE,18686.847
KOR,BEL,18644.803
POL,CHN,18614.395
TWN,ARG,18595.927
IDN,EGY,18557.083
HUN,JPN,18309.238
IRL,POL,18171.054
HUN,ROU,17994.583
BEL,SVK,17958.444
BEL,LTU,17917.0
IND,LKA,17884.845
FRA,LTU,17874.004
PHL,FIN,17857.119
CHN,TGO,17822.819
IDN,BRA,17783.666
UKR,HUN,17781.462
THA,ISR,17771.424
BGR,JPN,17611.575
FIN,JPN,17464.238
NLD,GRC,17436.707
ROU,PRT,17359.676
USA,MAR,17281.557
CAN,MYS,17221.697
GBR,BEL,17178.258
POL,CZE,17105.113
CZE,BEL,17102.345
PHL,AUS,17017.934
IDN,TWN,16963.175
TWN,DNK,16951.537
KOR,ARE,16883.231
THA,BGR,16845.326
BGR,ITA,16781.635
KHM,CHN,16762.415
GBR,IND,16738.529
QAT,KOR,16732.225
DEU,LVA,16712.642
DNK,MEX,16688.262
AUS,HKG,16686.532
POL,GBR,16628.272
HKG,KHM,16608.71
ISR,CAN,16521.276
SGP,TUR,16496.246
KOR,ROU,16494.413
ITA,IND,16485.818
HUN,THA,16466.434
IRL,GBR,16411.228
DEU,MKD,16338.526
IRL,FRA,16301.738
GBR,SAU,16297.533
ISR,THA,16222.229
CZE,PHL,16186.263
SVK,CZE,16165.373
IRL,SGP,16147.623
HUN,PRT,16141.477
VNM,ARG,16134.761
TWN,ZAF,16016.192
ITA,AUT,15998.763
THA,MAC,15992.342
HUN,POL,15952.052
JPN,MLT,15935.683
TWN,EST,15904.004
ROU,POL,15830.224
MYS,SVN,15801.78
VNM,SAU,15687.722
HKG,USA,15638.703
IDN,POL,15601.431
AUT,IDN,15529.546
CHN,SLV,15522.994
ESP,SWE,15495.475
PRT,FRA,15474.642
THA,MKD,15373.798
POL,AUT,15338.948
NOR,SWE,15328.232
SVN,HRV,15290.992
GBR,POL,15257.58
HKG,FRA,15203.178
FRA,DNK,15197.965
THA,SVK,15159.695
USA,BGR,15103.845
CAN,KOR,15103.006
USA,DNK,15032.078
PHL,ITA,14966.2
KOR,CHE,14944.189
HUN,NLD,14923.338
PHL,SRB,14889.427
IND,TWN,14859.055
JPN,SWE,14852.934
ESP,BEL,14796.493
THA,AUS,14789.474
ISR,ESP,14774.707
TWN,KHM,14758.331
CZE,VNM,14623.874
KOR,KHM,14547.082
FRA,BGR,14454.306
HUN,TWN,14283.725
BEL,KOR,14260.757
CAN,MEX,14245.315
LVA,VNM,14169.488
MYS,EST,14140.185
GBR,SWE,14082.871
CHN,KGZ,14050.273
POL,TWN,14016.195
POL,FRA,13987.834
CAN,GBR,13972.604
DEU,LUX,13963.39
MEX,FRA,13952.274
AUT,GBR,13943.275
SVK,ROU,13939.03
CZE,DNK,13890.185
ESP,POL,13820.092
PHL,SVK,13813.725
IND,CHN,13812.665
MYS,NZL,13789.141
GRC,THA,13788.497
CHE,CAN,13742.238
VNM,UKR,13674.674
IRL,HKG,13592.33
DNK,NOR,13553.457
USA,ARG,13511.478
