# source: CEPII BACI HS17 V202601, year 2024 (via data/processed/baci_2024_hs6.parquet)
# pulled: 2026-07-30
# license: Etalab 2.0
# script: analysis/20_multigraph.py
# unit: *_kusd values are THOUSANDS of current USD (BACI native 'v'); USD = kusd * 1e3
# note: Taiwan = BACI code 490 'Other Asia, nes', recoded to TWN (iso3_recode)
# note: de minimis 1.0 kUSD on layer edges; HHI on 0..10,000 scale;
#       betweenness distance = 1/ln(1+v_kusd); eigenvector on undirected projection
# layer = pharma_apis; HS6 codes (81): 293311,293319,293321,293329,293331,293332,293333,293339,293341,293349,293352,293353,293354,293355,293359,293361,293369,293371,293372,293379,293391,293392,293399,293410,293420,293430,293491,293499,293510,293520,293530,293540,293550,293590,293621,293622,293623,293624,293625,293626,293627,293628,293629,293690,293711,293712,293719,293721,293722,293723,293729,293750,293790,293810,293890,293911,293919,293920,293930,293941,293942,293943,293944,293949,293951,293959,293961,293962,293963,293969,293971,293979,293980,294000,294110,294120,294130,294140,294150,294190,294200
exporter_iso3,importer_iso3,value_kusd
USA,CAN,538660.547
NLD,ITA,535981.997
IRL,CAN,528639.558
IND,JPN,509069.639
CHE,IRL,502421.769
ITA,USA,490701.319
CHN,MEX,478291.597
IND,CHE,474332.32
NLD,DEU,459243.998
CHE,ROU,448635.791
ESP,BEL,446661.237
CHN,ARG,436894.165
CHN,BEL,435469.272
IND,DEU,434168.934
CHE,CHN,433821.517
BEL,FRA,427986.932
IRL,FRA,427468.923
CHN,THA,410782.322
JPN,USA,410461.467
SWE,BEL,410053.923
USA,BRA,406266.701
CHN,TWN,402864.542
CHN,PAK,400201.506
AUT,FRA,390813.804
ITA,DEU,390116.746
USA,NLD,388747.239
IND,CHN,387231.204
CHN,GBR,385892.57
DEU,NLD,364172.97
AUT,BEL,357784.804
USA,JPN,357191.979
GBR,DEU,355678.729
CHN,SGP,352467.77
CHE,FRA,346334.432
DEU,ESP,342284.917
CHN,CAN,338076.207
KOR,ROU,333892.817
SGP,GBR,333159.499
IND,GBR,330324.705
SGP,BEL,326697.154
IND,KOR,323255.721
DEU,CHN,322535.134
BEL,CAN,321371.623
DEU,CHE,320032.535
IRL,CHE,318803.391
CHE,BRA,310598.598
ITA,JPN,309456.199
HKG,ARE,299547.741
CHN,POL,291970.32
CHN,AUS,283174.642
FRA,USA,281783.891
FRA,SWE,279985.266
DEU,JPN,278976.311
NLD,PRT,278709.036
IND,NLD,277185.062
BEL,CHN,276926.857
JPN,CHN,266567.171
USA,PAN,265163.012
DEU,RUS,264518.115
IND,BGD,262203.189
USA,CHE,261841.056
JPN,KOR,260546.82
GBR,ESP,256555.688
IND,TUR,254546.913
FRA,BRA,252733.747
DNK,USA,249562.914
IND,ESP,245216.606
SGP,IRL,244222.27
CHN,EGY,240746.371
CHE,GBR,238735.427
CHE,NLD,235620.199
DEU,GBR,235016.732
ESP,USA,234993.289
IRL,ESP,234134.844
ITA,IND,229829.9
USA,AUT,228477.92
ITA,NLD,227738.012
NLD,IRL,227712.71
RUS,CHN,223093.709
CHN,COL,221231.917
IND,ARG,218343.444
NLD,ESP,216792.875
KOR,JPN,216426.242
ESP,NLD,215025.557
CHN,BGD,214331.934
CHN,ARE,213723.302
FRA,DEU,212381.332
IND,EGY,212129.305
USA,ESP,211084.36
GBR,BEL,204545.103
IND,BEL,204070.418
IND,ITA,202084.244
DEU,KOR,199223.447
IND,FRA,198201.49
USA,KOR,195870.499
FRA,ITA,194408.707
DEU,POL,192633.059
IND,RUS,189995.084
USA,GBR,188476.596
BEL,ESP,186567.451
ITA,ESP,183922.788
IND,ARE,181627.753
FRA,RUS,180239.935
ITA,PRT,179699.503
NLD,BEL,178439.191
ITA,FRA,178135.087
IND,MEX,177775.686
AUT,IRL,176664.825
NLD,FRA,175155.627
CHE,TUR,174795.951
ESP,ITA,172889.423
ESP,DEU,172863.579
CHN,MYS,172484.956
ITA,IRL,171403.875
IRL,JPN,168777.243
JPN,BRA,167692.009
DEU,IND,167647.149
USA,IRL,164823.202
FRA,NLD,163102.266
PRT,BEL,159547.27
ESP,AUT,155969.844
SWE,AUS,155725.028
ARG,DEU,153019.664
CHE,KOR,151654.75
CHN,PRT,151045.445
NLD,CHE,150290.88
IDN,CHN,149275.985
IND,CAN,147819.509
DEU,BEL,142774.656
ESP,BRA,142533.257
BEL,JPN,141359.624
IND,POL,141125.41
PRT,CHE,140974.124
KOR,CHN,139903.315
GBR,KOR,139316.067
CHN,ZAF,138146.033
IND,IDN,137017.484
DEU,AUT,136459.2
USA,MEX,135931.294
FRA,AUS,133044.934
MEX,USA,130111.962
SVN,RUS,129571.168
ITA,CHN,129399.726
DEU,DNK,129364.55
ITA,BRA,127298.08
FRA,CHN,126990.557
FRA,JPN,126220.498
IND,VNM,125317.135
NLD,USA,125166.432
SWE,DEU,124974.709
CHN,PRY,124415.499
CHE,RUS,124338.85
SWE,RUS,123760.207
JPN,IND,121718.56
CHN,ISR,120028.042
CHE,SWE,119578.799
USA,IND,117305.893
CHE,BEL,115449.933
FRA,CHE,115258.798
MEX,ESP,115186.819
BEL,IRL,115056.946
ITA,GBR,114710.702
KOR,AUT,114414.587
PRT,DNK,113272.682
GBR,FRA,113196.734
FRA,ESP,111154.649
IRL,GRC,110800.442
DEU,IRL,110730.482
JPN,IRL,110429.61
ESP,IND,110220.479
KOR,DEU,110189.507
AUT,ESP,109381.283
KOR,USA,108064.266
POL,DEU,107431.103
IRL,NLD,107048.624
USA,SGP,106662.401
IND,GRC,106628.16
JPN,FRA,106249.91
ESP,JPN,106213.673
IND,THA,106075.644
ESP,FRA,105294.606
CHN,UKR,104556.047
JPN,CHE,104270.098
IND,PAK,104060.148
CHN,PER,103230.924
CHN,JOR,103020.474
GBR,NLD,102286.416
BEL,AUT,101948.205
CHE,IND,101468.939
JPN,TWN,101349.641
CHE,JPN,101125.296
ITA,SGP,100754.998
IND,IRL,100310.835
CAN,USA,97855.44
KOR,ITA,97585.92
GBR,BRA,97482.243
CHN,PHL,96803.604
DEU,MEX,96020.287
ITA,BEL,95856.595
KOR,IRL,95839.762
BRA,USA,94738.59
GBR,CHN,93437.296
GBR,RUS,91833.953
DEU,TUR,91575.407
BEL,CHE,90807.315
FRA,POL,90475.387
RUS,TWN,88835.43
HUN,FRA,88335.351
SWE,USA,87523.083
BEL,NLD,87261.387
CHN,BGR,84196.823
CHN,CHL,83793.488
ESP,PRT,83474.215
CHN,GRC,83104.095
IND,COL,83052.111
KOR,CHE,82996.977
IND,HUN,82874.295
SVN,CHE,81660.034
NLD,POL,80703.182
ITA,TUR,80694.474
HKG,CHN,80634.898
CHN,GTM,79905.099
DEU,AUS,79291.549
DNK,FRA,79223.065
CHN,AUT,78107.6
AUT,DEU,76500.558
DEU,SGP,75591.278
IND,SAU,75069.289
IND,TWN,73102.346
CHE,SGP,72790.666
ITA,CAN,72040.51
SGP,ESP,70936.26
CHE,ARG,70232.913
IND,SVN,70161.462
CHN,IRN,69760.05
CHN,HUN,69564.032
CHN,SAU,68954.957
JPN,ITA,68897.074
ISR,USA,68695.424
USA,COL,67737.506
GBR,IND,67715.027
CHN,BLR,66826.036
SWE,CHN,66531.123
GBR,POL,65868.931
KOR,NLD,65862.021
GBR,CHE,65720.668
DEU,ARG,65530.377
DNK,BRA,65382.798
DEU,SWE,65000.267
SGP,JPN,64322.572
CHN,CZE,62919.35
DEU,CAN,62688.452
DEU,TWN,62623.46
TWN,JPN,62478.736
CHN,DZA,62235.22
BGR,USA,61969.07
USA,AUS,61888.41
KOR,CAN,61696.295
HUN,IND,61554.836
ESP,CAN,61323.936
DEU,HUN,60463.213
TWN,USA,60434.218
CZE,DEU,60283.784
ITA,KOR,60282.127
FRA,HUN,60114.553
SGP,NOR,60007.233
NLD,CHN,59855.596
FRA,IND,59705.86
FIN,DEU,59427.514
HUN,RUS,58590.809
IND,DZA,58443.772
CHN,LKA,57990.851
FRA,DZA,56782.408
KOR,BRA,56620.994
IND,JOR,56601.672
NLD,GBR,55672.812
CHN,ROU,55525.571
MEX,DEU,55342.672
GBR,CAN,54498.949
IND,AUS,54343.132
JPN,AUT,54022.774
DEU,GRC,53721.182
JPN,ESP,53717.606
CHE,PRT,53698.476
FRA,SGP,53545.32
GBR,ITA,52902.988
DNK,IRL,52478.276
MEX,BRA,51983.426
FIN,BEL,51788.084
NLD,DNK,51425.665
CHN,ECU,50203.183
IND,ZAF,50090.28
DNK,IND,49846.885
AUT,FIN,49825.455
IND,NGA,49457.292
IND,FIN,49177.338
CZE,ITA,49029.02
GBR,IDN,48989.29
SGP,FRA,48499.263
IND,ISR,48295.218
TWN,CHN,48267.36
FRA,AUT,48223.413
IND,CZE,47807.978
ISR,DEU,47485.773
TWN,DEU,47405.327
ITA,DNK,46971.191
GBR,HUN,46926.746
MEX,IND,46691.602
CHN,PAN,46647.343
AUT,USA,46522.455
CHE,EGY,46389.043
CHN,URY,46087.241
FRA,KOR,45830.763
USA,ARG,45570.764
DEU,COL,45527.016
IND,PRT,44905.119
NLD,HUN,44552.208
CHE,ISR,44535.267
HUN,JPN,44361.586
TWN,IND,43550.984
SGP,PAN,43174.881
CHN,FIN,43165.182
AUT,CHE,43134.428
USA,IDN,42923.276
MEX,CAN,42570.103
BEL,HUN,42545.049
NLD,JPN,42347.863
CHN,HRV,42259.975
BEL,EGY,42176.681
USA,TWN,41754.104
IND,AUT,41725.977
AUS,USA,41601.605
JPN,CAN,41296.918
ESP,CHE,41247.84
CHE,DNK,41196.333
FRA,ARG,40786.699
JPN,GBR,40748.599
MYS,MEX,40568.397
CHN,SRB,40001.585
NLD,IND,39956.692
ESP,TUR,39946.886
ESP,KOR,38996.594
SGP,CHN,38858.06
NLD,AUT,38783.74
CHN,CYP,38666.389
SGP,KOR,38352.636
FIN,USA,38235.884
DEU,IDN,37968.162
IND,MYS,37938.516
CHN,MAR,37904.991
RUS,TUR,37740.221
DEU,ISR,37558.338
JPN,IDN,37165.912
IDN,VNM,37136.061
IND,KEN,36904.541
CZE,RUS,36691.767
AUT,IND,36596.911
CHN,NZL,36586.821
IRL,EGY,36481.984
CHN,NGA,36466.533
SVN,IND,36416.981
ESP,MEX,36060.703
FRA,CAN,35970.006
ITA,GRC,35846.052
PRT,USA,35831.703
CAN,IRL,35210.003
FRA,TUR,35119.352
JPN,THA,35065.63
CHN,SWE,35004.858
DEU,PRT,34831.218
CHE,COL,34585.621
RUS,IND,34529.664
SGP,POL,34170.966
KOR,ESP,34147.742
CHE,HUN,34122.866
DNK,DEU,33794.272
LTU,USA,33621.723
GBR,SGP,33460.416
IND,ROU,33329.166
CHN,DNK,33233.961
BRA,ESP,32794.869
DEU,ROU,32365.642
FRA,EGY,32358.88
FIN,FRA,32182.837
IND,HKG,32036.821
DNK,ITA,31974.5
UZB,CHN,31747.159
IND,NPL,31645.114
CHN,UGA,31385.416
TWN,NLD,31339.127
CHN,KEN,31280.97
ITA,HRV,31215.478
HUN,USA,31211.128
ITA,POL,30971.945
BEL,SVN,30705.726
THA,JPN,30689.782
ESP,GBR,30639.655
IND,MAR,30427.299
MYS,USA,30255.969
BEL,MEX,29616.014
USA,HKG,29417.306
FRA,MAR,29416.9
SGP,CAN,29259.526
NLD,BRA,29153.308
SWE,IRL,29003.321
DEU,UKR,28999.15
CHN,NOR,28780.317
CZE,USA,28755.511
ISR,JPN,28716.694
JPN,BEL,28602.114
JPN,NLD,28485.103
CHE,THA,28407.129
CHE,DZA,28221.481
BEL,GBR,28076.804
CHE,MEX,27869.959
GBR,JPN,27843.812
IND,BGR,27766.421
SGP,CHE,27751.852
ITA,AUT,27326.864
CHN,TUN,27196.355
DEU,HRV,27193.983
TWN,ESP,26895.405
ARG,ESP,26816.089
SVK,DEU,26470.706
BEL,IND,26434.01
DEU,CZE,26382.534
HUN,DEU,26167.931
NLD,SWE,26034.844
ITA,EGY,26016.006
KOR,IND,25914.427
ESP,CHN,25846.552
NLD,MEX,25505.557
KOR,SGP,25481.899
USA,ARE,25363.984
BRA,DEU,25192.669
DNK,JPN,25175.804
ESP,POL,25114.703
IND,CYP,25057.758
IND,GHA,25051.785
DNK,NLD,24911.668
ITA,MEX,24902.183
IND,HRV,24782.423
FRA,PRT,24636.975
BRA,CAN,24636.608
IND,PRY,24602.048
AUS,GBR,24496.838
DEU,GTM,24480.489
USA,EGY,24372.955
BEL,TUR,24371.542
HRV,USA,23866.704
IND,CHL,23676.217
CHN,IRQ,23655.063
FRA,FIN,23639.67
DEU,VNM,23322.996
AUS,VNM,23269.067
FRA,MEX,23156.229
TWN,KOR,23119.486
DEU,THA,23007.258
CHE,POL,22996.841
NLD,GRC,22995.985
UKR,LVA,22766.687
THA,USA,22758.67
ITA,BGD,22744.633
GBR,SWE,22508.546
AUT,ITA,22457.018
KOR,IDN,22364.476
DNK,GRC,22330.384
IND,PHL,22326.867
IDN,NLD,22196.902
SRB,RUS,22171.969
IRL,POL,22141.927
HUN,ESP,21971.081
CHN,CRI,21922.13
NLD,SAU,21914.144
ITA,SAU,21852.877
PRT,FRA,21802.628
BEL,BRA,21741.112
ESP,GRC,21708.02
ISR,KOR,21663.39
ITA,TWN,21622.201
IND,LKA,21576.535
DEU,CHL,21561.687
NLD,ROU,21524.29
CHN,GHA,21356.653
CHN,UZB,21331.889
KOR,TUR,21287.981
FRA,IDN,21235.471
ISR,CHN,21234.611
SGP,MYS,21125.247
AUT,JPN,21054.594
IDN,ESP,21037.479
BEL,RUS,21013.358
USA,TUR,20899.29
KOR,BEL,20820.24
ESP,EGY,20683.363
IDN,JPN,20680.878
CHN,VEN,20671.304
IRL,TUR,20598.824
CAN,ITA,20561.538
SWE,PRT,20406.105
SWE,DNK,20373.758
KOR,FRA,20161.117
MYS,IND,20069.852
ESP,ARG,20028.14
ITA,LUX,19970.964
HUN,CZE,19966.213
ISR,HUN,19917.639
UKR,USA,19844.75
BEL,PRT,19699.09
DNK,CHE,19641.126
SGP,VNM,19504.519
JPN,TUR,19409.282
HUN,BRA,19328.333
IND,OMN,19207.257
CHN,DOM,19112.881
ITA,IDN,19108.329
CHE,SAU,19032.307
ITA,ARG,18879.125
PRT,ITA,18701.588
GBR,TUR,18663.982
ESP,SGP,18616.426
IDN,USA,18539.95
BEL,NOR,18507.089
IND,UGA,18506.125
FRA,IRN,18499.391
BEL,SWE,18487.139
BRA,ITA,18453.112
QAT,ITA,18425.258
IND,MLT,18425.1
HRV,CHN,18393.427
USA,NZL,18157.411
SWE,JPN,18140.393
CHN,KAZ,18107.855
HUN,POL,18077.907
ESP,ISR,18074.911
ISR,BRA,18055.396
SGP,BRA,18054.611
IDN,DEU,18042.21
BRA,MEX,18028.088
PRT,IRL,18000.531
PRT,JPN,17969.233
IND,IRQ,17967.119
HRV,BEL,17961.582
CHE,IDN,17907.802
DEU,FIN,17906.362
CZE,HUN,17891.481
PHL,JPN,17656.183
USA,ISR,17541.489
FIN,ARG,17485.087
JPN,AUS,17448.748
AUT,HUN,17384.747
BEL,SAU,17327.775
IND,UKR,17318.052
JPN,ARG,17163.746
CHN,MLT,17135.081
THA,CHN,17122.771
SGP,SAU,17057.815
IND,SRB,17050.723
USA,SWE,17012.916
USA,VNM,16848.489
SGP,NLD,16782.965
HUN,CHN,16645.599
JPN,PHL,16552.538
CZE,JPN,16507.12
THA,IND,16329.481
CZE,IND,16231.493
FRA,DNK,16049.465
BEL,GRC,16049.445
NLD,TUR,16034.225
IND,MKD,16022.565
AUS,CHN,15974.591
ESP,IDN,15922.927
DEU,ZAF,15909.739
MYS,SGP,15857.151
THA,IDN,15833.551
BEL,POL,15772.638
CZE,POL,15727.567
POL,USA,15703.789
BEL,DZA,15694.907
TWN,BRA,15679.692
CHN,CIV,15661.216
DEU,EGY,15553.432
ESP,MAR,15552.03
IND,PER,15547.772
USA,PRT,15508.894
JPN,VNM,15504.269
SWE,GBR,15400.942
THA,VNM,15349.892
KOR,GBR,15262.819
CHN,KHM,15211.729
IND,TUN,15184.855
IND,URY,15154.36
JPN,DNK,15108.915
ESP,VNM,15096.045
NLD,RUS,15088.087
SGP,ARG,15069.761
AUS,HUN,14943.673
KOR,THA,14930.734
IND,IRN,14827.21
NLD,PAK,14748.894
CAN,CHN,14582.738
ITA,ISR,14491.632
AUT,GBR,14471.627
USA,GTM,14459.204
ITA,SVN,14111.603
ITA,HUN,13980.407
HKG,PAK,13971.747
NLD,TWN,13957.183
DNK,SWE,13893.313
POL,ITA,13891.264
RUS,KOR,13829.888
CHN,MMR,13770.034
USA,LTU,13741.958
HRV,IRL,13706.685
NLD,ISR,13660.659
SWE,CAN,13549.9
FIN,CHN,13527.243
IRL,KOR,13516.545
DEU,NOR,13425.463
VNM,IND,13411.241
GBR,AUS,13374.388
IDN,IND,13335.169
ITA,AUS,13195.462
IND,GTM,13182.824
USA,UKR,13141.251
USA,POL,13126.869
IND,NOR,13070.597
LUX,TUR,13062.21
FRA,BGD,12974.126
ISL,DEU,12965.218
HUN,GBR,12962.827
SVN,ITA,12899.133
SVN,POL,12894.606
IDN,KOR,12823.287
MAR,FRA,12646.565
SGP,IDN,12576.348
FRA,ROU,12574.742
SVN,CHN,12570.989
IDN,THA,12564.465
MAC,CHN,12555.798
ESP,SAU,12480.21
SGP,THA,12470.913
PRT,GBR,12411.529
AUT,PRT,12385.18
HKG,SGP,12330.581
TWN,BEL,12263.952
CHN,MOZ,12221.83
BRA,COL,12177.164
NLD,SGP,12156.884
DNK,BEL,12099.851
FRA,SRB,12039.28
HUN,IRL,11988.628
ESP,COL,11876.368
DEU,SVN,11798.18
QAT,ESP,11744.133
HRV,ESP,11672.642
JPN,NZL,11671.703
CHE,PAK,11587.611
NLD,CZE,11569.586
IND,ZMB,11553.706
IDN,PHL,11529.921
CHE,AUS,11528.267
CHN,BOL,11453.05
ITA,DZA,11448.156
SGP,PAK,11365.759
AUS,IND,11282.356
DEU,SVK,11252.213
MLT,IND,11217.568
ITA,VNM,11184.84
ISR,IND,11156.124
KOR,VNM,11137.536
NZL,CHN,11122.427
QAT,BEL,11114.903
CZE,CHN,11109.133
ITA,FIN,11102.546
USA,ZAF,10920.712
CAN,AUT,10906.41
GBR,MEX,10859.706
PRT,ESP,10843.363
JPN,SGP,10837.283
USA,SAU,10816.812
FRA,COL,10673.206
AUS,NZL,10642.986
SGP,IND,10532.768
ESP,HUN,10516.924
HKG,ISR,10447.524
CHN,SVK,10440.576
FIN,JPN,10440.059
USA,MYS,10410.286
CHN,EST,10408.578
FRA,ISR,10382.949
CAN,FRA,10372.36
USA,THA,10360.181
NLD,SVN,10341.476
IND,LBN,10337.021
DNK,TUR,10291.095
KOR,MEX,10288.623
AUS,HKG,10277.199
KOR,TWN,10271.216
BGR,BRA,10146.141
SVN,FRA,10105.127
IND,TZA,10097.439
FRA,THA,9987.159
ITA,ROU,9975.984
MEX,IRL,9948.151
TWN,CAN,9928.417
NOR,DEU,9924.148
AUT,CHN,9912.833
NLD,IRN,9896.094
BEL,LUX,9876.399
ESP,NOR,9861.236
POL,ESP,9846.638
ESP,CZE,9840.289
AUS,DEU,9836.036
FRA,TUN,9762.77
SVK,CZE,9738.445
ITA,CZE,9683.429
DEU,MYS,9679.114
CHN,OMN,9674.523
CZE,ESP,9650.722
ITA,MAR,9644.889
IND,ECU,9614.702
ESP,SVN,9611.071
BEL,ROU,9508.325
FIN,IND,9506.243
ITA,PAK,9483.077
HUN,ROU,9481.517
FRA,PAK,9474.715
ITA,THA,9434.444
SVN,AUT,9387.591
CZE,SVK,9332.036
HKG,DEU,9327.015
CHN,SLV,9326.8
ITA,JOR,9318.936
DEU,SAU,9280.672
MYS,CHN,9247.567
TWN,FRA,9215.639
JPN,MYS,9199.339
CHE,ZAF,9198.257
DNK,ESP,9186.546
NLD,FIN,9176.959
DNK,GBR,9118.983
ITA,CHL,9117.294
AUT,ROU,9071.515
SGP,ITA,9038.341
CYP,GRC,9011.656
NLD,BGD,8990.852
IND,MOZ,8967.081
BRA,CHL,8909.397
ITA,RUS,8889.856
SWE,NLD,8889.026
JPN,GTM,8888.122
HUN,KOR,8840.73
CHN,YEM,8829.315
MEX,MAR,8760.863
BEL,THA,8729.598
MYS,DEU,8713.863
GBR,PRT,8703.713
CAN,DEU,8673.099
HUN,HRV,8634.006
MLT,TWN,8629.849
SWE,EGY,8530.096
ITA,COL,8513.19
FRA,CZE,8500.527
TTO,DEU,8401.766
THA,TWN,8393.144
BRA,ARG,8388.238
MEX,KOR,8374.56
SWE,FRA,8361.125
CHE,PHL,8359.01
CHE,GRC,8330.959
TWN,ITA,8306.27
FRA,ARE,8304.75
MEX,GTM,8303.497
TUR,IRN,8271.07
CHN,NPL,8245.92
NLD,EGY,8230.151
TWN,AUT,8220.796
JPN,HKG,8192.839
ITA,UKR,8087.747
MAR,ESP,8050.105
IND,NZL,8005.85
HUN,TUR,7993.327
IND,SWE,7976.922
USA,RUS,7963.173
DEU,SWZ,7963.097
DNK,KOR,7943.735
BEL,AUS,7942.728
CHN,MAC,7938.457
POL,ROU,7928.751
ESP,ZAF,7912.954
SVK,HUN,7880.775
MAR,URY,7877.006
NLD,KOR,7860.758
SGP,BGD,7854.46
IND,SVK,7810.318
MYS,PAK,7808.41
GBR,AUT,7723.417
USA,NGA,7690.324
DEU,PAK,7670.147
LTU,IRL,7669.767
IDN,MYS,7668.534
CZE,SVN,7643.499
IDN,RUS,7587.407
LUX,FRA,7572.413
CHE,GTM,7570.782
SWE,CHE,7543.282
SGP,TUR,7539.405
ITA,BGR,7491.922
ESP,UKR,7488.629
ZAF,NAM,7418.44
TWN,GRC,7418.438
GRC,DEU,7405.112
MYS,DNK,7392.518
POL,HUN,7388.055
GRC,ITA,7378.345
USA,NOR,7360.654
FRA,PAN,7339.44
TWN,HKG,7338.034
KOR,PRT,7311.146
CHE,HRV,7309.563
POL,CHE,7289.324
ROU,AUT,7285.475
CHN,LBN,7285.335
IND,COD,7249.66
SAU,USA,7240.413
ISR,CAN,7229.217
LTU,CHN,7196.641
ISR,SGP,7196.216
DNK,SGP,7185.244
ITA,SWE,7166.635
SVN,MEX,7147.755
KOR,RUS,7072.79
BRA,CHE,7060.863
RUS,KAZ,7053.847
SWE,ITA,7020.61
IND,YEM,7016.65
IRL,AUT,6968.294
ROU,DEU,6943.818
ISR,NLD,6898.246
ISR,BEL,6875.858
MYS,MAR,6845.604
GBR,ARG,6836.868
HRV,SGP,6831.347
JPN,JOR,6830.463
CHN,TZA,6805.562
SVK,USA,6781.743
BEL,DNK,6780.842
HUN,BEL,6714.407
PRT,IND,6714.317
USA,KWT,6703.428
NLD,CAN,6666.353
USA,DOM,6638.597
NLD,NOR,6615.787
HUN,DNK,6575.54
CZE,KOR,6571.966
ITA,URY,6562.666
CAN,JPN,6560.575
KOR,POL,6549.553
LTU,DEU,6522.905
ARG,IND,6518.007
CAN,CHE,6515.47
HUN,NLD,6500.364
SVN,HRV,6497.674
IND,DNK,6432.726
HKG,GBR,6399.722
GBR,VNM,6384.753
CHE,SRB,6383.245
USA,PHL,6381.127
ESP,ROU,6375.754
SGP,PHL,6366.415
SVN,VNM,6366.375
NOR,DNK,6353.601
GBR,SAU,6350.129
SWE,IND,6331.864
GBR,ISR,6321.728
AUS,ITA,6320.146
FRA,UKR,6319.947
TUR,CHE,6294.55
MAC,IND,6253.635
TWN,POL,6247.712
POL,RUS,6245.739
IND,MMR,6240.819
CHE,NOR,6209.256
CHN,ETH,6204.48
MEX,ARG,6202.914
CHL,USA,6190.508
FIN,SWE,6178.588
DEU,IRN,6166.86
GBR,PAK,6158.133
BEL,CZE,6135.915
IND,CIV,6121.63
USA,CHL,6096.869
USA,QAT,6085.541
BGR,IND,6083.457
USA,VEN,6041.911
SVN,CAN,6036.26
HUN,ITA,6031.372
ISR,ESP,6014.156
JPN,MEX,6013.26
CHE,BGD,6012.136
BEL,KOR,6002.621
LUX,DEU,6000.993
ESP,MLT,5998.791
AUT,KOR,5982.592
IDN,FRA,5974.761
CHN,LTU,5949.064
POL,UKR,5936.841
DEU,SRB,5902.864
ARG,CHL,5891.205
TWN,IDN,5880.834
SGP,AUS,5878.183
MYS,IRL,5866.712
SGP,MAR,5866.384
CHE,TWN,5847.014
IND,ETH,5813.662
ESP,TWN,5779.566
FRA,NOR,5764.254
AUT,CAN,5732.896
ESP,HKG,5717.734
BHS,IRL,5698.364
AUS,JPN,5684.953
TWN,HRV,5679.788
CAN,DNK,5667.57
CHN,COD,5654.585
CAN,IND,5640.235
POL,DNK,5622.9
USA,HUN,5613.208
USA,CRI,5611.847
SAU,CHL,5611.649
FIN,AUS,5608.617
SGP,EGY,5602.177
MYS,TUR,5590.585
BEL,SVK,5579.897
USA,JOR,5578.879
DEU,MAR,5541.838
DNK,CAN,5509.503
TWN,CHE,5484.463
FRA,PHL,5483.37
IND,BLR,5476.184
MYS,GBR,5474.847
KOR,ARG,5457.474
DEU,LTU,5455.427
USA,IRQ,5444.301
AUT,NLD,5424.493
CZE,NLD,5414.287
KOR,MYS,5405.984
IND,CRI,5384.745
IDN,POL,5377.807
SWE,POL,5374.461
IND,SLV,5372.612
