# source: CEPII BACI HS17 V202601, year 2024 (via data/processed/baci_2024_hs6.parquet)
# pulled: 2026-07-30
# license: Etalab 2.0
# script: analysis/20_multigraph.py
# unit: *_kusd values are THOUSANDS of current USD (BACI native 'v'); USD = kusd * 1e3
# note: Taiwan = BACI code 490 'Other Asia, nes', recoded to TWN (iso3_recode)
# note: de minimis 1.0 kUSD on layer edges; HHI on 0..10,000 scale;
#       betweenness distance = 1/ln(1+v_kusd); eigenvector on undirected projection
# layer = aerospace; HS6 codes (14): 841111,841112,841121,841122,841181,841182,841191,841199,880211,880212,880220,880230,880240,880260
exporter_iso3,importer_iso3,value_kusd
USA,SWE,826467.207
USA,CHE,825458.113
JPN,HKG,820502.523
IRL,DEU,801973.819
CAN,SGP,797005.786
CAN,GBR,786506.792
DEU,ITA,780825.899
CAN,FRA,767948.22
LUX,HKG,761782.596
DEU,CHL,752945.14
USA,MAR,748624.929
DEU,VNM,737894.954
FRA,SAU,735133.561
GBR,ESP,733865.867
DEU,HKG,732195.508
IRL,CHN,727715.654
FRA,ITA,702028.157
GBR,CHN,698251.473
FRA,KAZ,692031.991
HKG,SGP,666480.664
GBR,SAU,660879.928
SWE,USA,656284.654
POL,CAN,655974.177
USA,SAU,655641.09
KAZ,IRL,646931.811
SGP,USA,636862.833
SGP,NLD,633164.317
FRA,ETH,623363.154
FRA,ESP,610999.391
KWT,IND,609673.401
ITA,GBR,603590.921
USA,BEL,602691.594
IRL,JPN,602553.955
FRA,CHE,599729.921
DEU,SAU,598338.733
GBR,CAN,579684.594
FRA,MEX,562965.053
IND,KOR,562900.062
FRA,AUS,561835.981
DEU,AUS,560782.91
USA,ARE,558546.114
JPN,SGP,558447.745
GBR,THA,556458.307
IRL,GBR,551253.585
ESP,FRA,547023.002
IND,FRA,540298.027
CHN,DEU,539722.741
HKG,JPN,536290.23
IND,SGP,535447.993
GBR,TWN,531218.008
IND,KWT,525066.056
FRA,PRT,524175.773
ITA,IRL,521933.38
GBR,POL,518452.46
THA,CHN,516774.728
GBR,IRL,516017.373
CHN,GBR,513915.17
BRA,CAN,508138.45
HKG,USA,500563.697
SGP,ARE,487570.861
SGP,CHN,484817.497
DEU,ESP,474078.778
IND,USA,469282.752
CAN,DEU,468661.478
IND,MYS,459129.58
FRA,FIN,458619.101
HKG,VNM,457363.12
CAN,ITA,440173.741
FRA,COL,438441.278
USA,AUT,433474.309
HKG,LUX,431577.782
GBR,NZL,428523.985
POL,CHE,426694.031
IRL,ESP,426212.303
DEU,KOR,421915.938
HKG,THA,414940.975
ITA,DEU,411086.299
FRA,HKG,409567.659
ESP,IRL,408352.725
ESP,USA,404332.467
USA,COL,404230.114
DEU,POL,404140.204
USA,IDN,400958.667
VNM,HKG,400638.435
IND,CZE,396775.77
DEU,MYS,390157.269
TWN,USA,384280.909
SGP,PHL,384226.982
CHN,PHL,381741.821
ISR,USA,379048.885
JPN,CHN,378116.033
FRA,EGY,376487.817
DEU,TWN,375666.418
FRA,PHL,374220.782
USA,SVK,369941.745
ITA,CHN,369515.543
POL,DEU,369371.125
IRL,ITA,366235.228
USA,HUN,365173.175
ISR,DEU,361290.972
BEL,USA,360804.562
CAN,BRA,360378.177
FRA,HRV,357483.297
ITA,SGP,355779.597
SGP,FRA,354328.465
FRA,MAR,352893.132
CAN,POL,352213.477
USA,ISR,348705.001
SWE,ARE,340784.023
HKG,QAT,338237.176
GBR,MYS,334021.562
JPN,DEU,331612.778
ESP,ARE,330841.259
DEU,THA,328229.975
FRA,NOR,322428.932
FRA,IRL,319888.845
CHN,IRL,317378.187
CHN,SAU,309600.568
DEU,PHL,305480.066
DEU,AUT,300752.444
IND,GBR,298115.656
FRA,MYS,297729.532
HUN,DEU,295804.712
ITA,FRA,295056.236
IND,TUR,294754.893
DEU,SGP,292443.148
POL,TUR,288724.648
USA,ZAF,284039.936
TWN,HKG,283707.742
DEU,BRA,281004.235
USA,KAZ,280171.438
USA,CHL,275158.563
HKG,GBR,273828.692
HKG,TWN,271430.156
IND,JPN,270457.191
ESP,IND,267694.404
SRB,DEU,267297.375
IRL,BRA,266367.973
GBR,IND,266164.739
BRA,SGP,262998.61
CHN,SGP,260781.121
FRA,LUX,259818.994
CAN,ARE,258688.3
NLD,GBR,258456.748
ESP,NOR,258078.465
NLD,CHN,257519.249
GBR,ETH,257403.717
CZE,USA,255843.055
CHN,PAK,253718.925
SGP,NZL,251798.5
FRA,SWE,251666.523
CHN,HUN,250284.765
KOR,HKG,248830.11
CAN,IRL,248829.465
USA,GRC,248442.4
GBR,LUX,245978.571
POL,CHN,242901.461
FRA,SLV,240503.309
CAN,AUS,230852.292
IRL,MYS,230303.609
FRA,VNM,228056.004
BRA,POL,227835.127
RUS,KAZ,227312.36
CHE,DEU,226872.194
GBR,TUR,226817.972
IND,IRL,226777.317
IRL,BEL,226644.959
FRA,NLD,225932.472
CAN,CHE,225924.705
GBR,KOR,224950.348
DEU,JPN,224948.153
CHN,RUS,223777.35
IRL,KAZ,223260.0
POL,GBR,223137.897
GBR,ISR,222762.608
THA,MYS,221143.434
FRA,IDN,218555.74
NLD,USA,213924.9
BEL,FRA,211774.751
IRL,CAN,210293.327
ITA,POL,206442.683
GBR,HUN,205633.439
GBR,JOR,204884.859
JPN,CAN,204588.131
DEU,NZL,201220.404
OMN,IND,201036.095
ESP,SGP,201022.895
ESP,KAZ,200373.703
ESP,CAN,200019.718
SWE,NOR,198722.132
GBR,NOR,196036.501
DEU,BHR,195411.372
IND,CHN,195283.986
GBR,BRA,194893.899
SGP,TWN,193293.679
POL,PHL,191532.956
USA,MLT,188384.739
AUS,FRA,187369.785
TUR,NGA,187149.488
GBR,BEL,186868.194
TUR,ROU,186425.123
NLD,ARE,186091.18
POL,MEX,185598.759
FRA,LKA,185091.414
CAN,JPN,184963.54
THA,IND,184909.915
DEU,CHE,183639.527
SGP,IND,182757.874
ITA,AUS,181058.653
CHE,ITA,179618.364
SGP,KOR,178481.707
USA,SRB,177952.164
DEU,ARE,177423.125
FRA,KWT,176154.735
NOR,USA,176061.116
MYS,USA,175305.089
SWE,THA,172902.816
HKG,TUR,171629.23
NOR,ROU,170489.808
GBR,CHE,170360.16
FRA,NZL,169694.275
CHN,BRA,169481.739
USA,CYP,167564.728
SGP,MYS,167383.58
NLD,HKG,166921.831
SGP,DEU,166585.326
BRA,ESP,166259.043
FRA,GRC,165836.768
USA,PHL,165679.316
CHN,MNG,165209.271
ITA,JPN,165176.305
USA,ROU,164939.845
FRA,MLT,164504.148
IND,OMN,164006.511
KAZ,TUR,163862.25
CAN,ESP,163711.081
JPN,ESP,162181.422
JPN,TWN,161071.047
CHN,CAN,160611.766
KOR,GBR,158504.75
SGP,VNM,158247.908
HUN,NLD,158229.879
TUR,IND,157526.517
MYS,GBR,157456.285
MEX,SGP,156391.518
FRA,TUN,155404.439
FRA,OMN,155319.75
GBR,AUS,155298.619
GBR,MEX,153940.115
DEU,KAZ,153900.94
ITA,TUR,152692.048
CZE,GBR,152146.337
USA,GUY,151826.722
POL,BRA,149869.204
USA,LUX,148902.283
HKG,KOR,148615.425
MEX,FRA,148561.217
ISR,IRL,148310.139
CHE,GBR,147631.351
CAN,MLT,146719.81
BRA,NLD,146168.034
USA,KEN,144985.523
CAN,TUR,144909.28
THA,SGP,144793.658
CHN,NAM,142793.977
BRA,CYM,142485.096
POL,KAZ,142316.625
BRA,HUN,142200.887
THA,HKG,141808.749
SGP,ESP,141777.608
CAN,SWE,141426.767
MLT,USA,140508.699
CAN,PRT,140491.678
ESP,BEL,139212.17
MEX,GBR,138508.635
THA,USA,137052.416
JPN,UZB,136764.56
GBR,ITA,136489.174
USA,ETH,136397.7
NLD,QAT,136383.105
VNM,GBR,135586.011
KOR,THA,135002.6
SWE,CHN,134119.031
TUR,FRA,133369.432
SGP,KWT,133188.656
IND,DEU,132681.51
POL,FRA,131434.708
ISR,HKG,131200.872
HKG,ARE,131000.611
THA,GBR,130827.936
SWE,GBR,130443.422
USA,PRT,129300.438
BEL,IND,129038.711
TUR,GBR,128525.638
BRA,PRT,128362.578
VNM,NLD,128056.442
HUN,USA,127921.338
CHN,ROU,127794.112
IND,POL,127711.775
SGP,GBR,126124.344
LKA,IND,125126.341
JPN,THA,124205.087
SWE,BRA,123359.58
AUT,PRT,122679.478
CHN,MYS,122531.238
ESP,NLD,122179.651
AUS,USA,121442.221
MEX,CHN,121306.573
NLD,KOR,121191.474
IND,LKA,120474.386
DEU,MLT,120271.714
IDN,PHL,120167.901
TWN,CHN,120082.396
CAN,DNK,120013.588
DEU,ISR,119770.651
GBR,OMN,119746.388
USA,ARG,119313.507
CAN,BGR,118082.412
CAN,ZAF,117587.589
JPN,KOR,116795.033
CHN,JPN,116251.72
GBR,SWE,115756.456
ITA,MYS,115672.276
POL,ARE,115569.987
ITA,CAN,115194.504
SGP,PRT,114231.108
CAN,LVA,113962.129
VNM,USA,111940.058
KOR,CHN,111735.653
CAN,HKG,110947.412
IND,ROU,110507.182
MEX,CAN,110506.499
ITA,CHE,109833.295
ITA,BRA,109599.861
USA,IRQ,109277.549
RUS,CHN,109168.625
CZE,UZB,109039.171
CAN,NLD,109008.485
ISR,CAN,108314.238
CHN,POL,107978.153
HUN,ARG,107893.039
GBR,EGY,107837.896
CAN,KAZ,107560.272
CAN,AUT,106798.866
MEX,DEU,106659.574
USA,UZB,106179.149
CAN,LUX,105529.836
HUN,ITA,105204.474
ISR,CHN,104324.775
SWE,DEU,104102.887
CHN,MAC,103922.733
USA,KWT,103672.18
ITA,QAT,103414.958
MYS,HKG,103376.524
HKG,ISR,102521.703
CHE,AUS,101800.113
QAT,HKG,101427.757
THA,UZB,100000.0
CHN,ISL,99552.426
GBR,PRT,99480.324
DEU,IRQ,99397.959
POL,JPN,98820.222
IRL,ARE,98342.255
BTN,IND,97229.234
UZB,LTU,97003.8
TWN,FRA,96626.047
SGP,MEX,95732.906
DEU,SRB,95041.698
ITA,KOR,94071.076
DEU,DNK,93847.139
USA,FIN,93236.579
JPN,FIN,93045.352
SGP,LUX,92700.251
SWE,SGP,92584.593
ISR,BEL,92528.827
KOR,DEU,92382.306
USA,NGA,92229.458
CHE,FRA,91551.786
CAN,KOR,91253.135
DEU,SWE,90856.041
ITA,IRQ,90753.872
USA,BHR,90648.576
NLD,SAU,90622.585
IDN,MYS,90559.13
KAZ,CHE,90505.632
SGP,CAN,90439.745
AUT,USA,90349.142
ITA,DZA,90142.7
SGP,POL,90061.772
CHN,NLD,89794.957
NLD,VNM,89076.518
DEU,UZB,88223.713
USA,DZA,86620.187
BHR,ARE,86496.835
BHR,HKG,86116.938
DEU,VGB,86078.74
DEU,LBN,85829.604
ESP,BRN,85335.008
CHE,NLD,84932.993
DEU,ARG,84045.962
CAN,IND,84019.908
SWE,ITA,83738.017
SGP,AUS,83542.936
NLD,SGP,83241.639
IRL,CHE,83210.809
NLD,DEU,82889.797
USA,BGR,82705.561
USA,VNM,82441.875
MAR,USA,81978.535
ISR,JPN,81729.599
DEU,KWT,81610.705
SGP,TUR,80772.903
CAN,HRV,80179.771
DEU,ROU,79786.348
IND,BEL,79267.173
MEX,JPN,79212.899
IND,BTN,79006.307
ISR,BRA,78801.462
IND,MDV,78794.104
IND,ESP,78585.577
KOR,VNM,78538.252
MDV,IND,78288.0
CYM,IND,78141.833
SGP,THA,77628.933
NLD,ITA,77500.711
DEU,COL,77464.981
SGP,IDN,77393.156
RUS,USA,76554.71
BRA,FRA,76542.729
BEL,GBR,76109.336
GBR,KEN,75923.203
ESP,HKG,75774.505
JPN,NZL,75642.837
CAN,TKM,75332.906
CHE,MEX,75114.147
DEU,UKR,75011.488
GBR,CZE,74682.181
CHE,CAN,74477.574
CHN,ITA,73653.908
ITA,ESP,73304.733
FRA,POL,73278.708
HUN,FRA,73089.161
CHE,IND,73015.843
NOR,GBR,72628.298
USA,PER,72600.152
DEU,GRC,72542.582
THA,DEU,72322.638
BRA,IRL,72040.375
GBR,VNM,72006.802
IND,PHL,71794.555
MYS,SGP,71438.522
CHE,BRA,71295.808
NLD,CAN,71161.285
CHE,LBY,70782.471
BHR,GBR,70237.823
FIN,USA,70219.185
ISR,POL,69789.603
MEX,BRA,69597.367
DEU,NOR,69464.839
BEL,POL,69271.772
PHL,IND,69107.628
BGD,IND,68484.742
POL,MAR,67669.481
BHR,BEL,67404.517
ESP,MEX,66430.546
HUN,SAU,66412.778
CHE,IRL,66219.123
TUR,POL,65999.894
DEU,GEO,65831.955
MAR,FRA,65476.254
POL,NOR,65360.032
ITA,IND,65306.516
SGP,QAT,65262.635
VNM,KOR,65066.683
ITA,SAU,65008.85
MYS,PHL,64989.964
IRL,IND,64291.285
TWN,SGP,64199.148
HKG,PHL,64098.415
FRA,ISR,63961.863
MLT,PRT,63933.13
KOR,SGP,63874.466
SRB,HUN,63548.842
IND,CYM,63237.029
FRA,HUN,63142.18
DEU,OMN,62971.521
CHN,KAZ,62840.689
SAU,ARE,62789.668
ZAF,BWA,62684.671
IRL,NLD,62441.706
GBR,ARG,62244.51
MYS,IND,61672.781
SWE,GUY,61331.021
HKG,DEU,61085.896
ROU,SGP,61065.962
USA,AZE,60850.497
IND,BGD,60402.597
SGP,CHL,60349.414
ITA,SVN,60176.316
AUS,POL,60012.174
ESP,JOR,59992.891
JPN,MEX,59726.652
FRA,ROU,59681.711
NOR,FRA,59391.916
KOR,NLD,59247.828
CZE,CHN,59025.664
CAN,CZE,58766.784
IRL,AUS,58744.078
IND,TWN,58673.355
HUN,CAN,58513.773
SGP,ETH,58450.032
DNK,USA,58416.061
CHE,JPN,58362.976
AUT,DEU,58249.748
TWN,MYS,57583.393
ESP,TUR,57480.493
AGO,QAT,57338.292
ITA,ARE,57232.306
ITA,AZE,57193.335
MYS,FRA,57046.688
ARE,HKG,56949.039
CHE,ARE,56820.454
CHN,ESP,56784.436
MEX,POL,56713.244
POL,ESP,56461.415
CHN,BEL,55999.362
POL,ISR,55981.178
VNM,CAN,55938.822
SAU,NLD,55695.935
TUR,BRA,55564.827
ESP,CZE,55446.055
SGP,ITA,55121.193
DEU,BGD,54974.08
FRA,DNK,54513.779
BHR,SGP,54453.097
HKG,IRL,54194.826
BEL,DEU,54081.86
ITA,NLD,53989.087
JPN,FRA,53780.19
CAN,ROU,53247.819
PHL,HKG,53170.206
USA,EGY,53162.118
CAN,KEN,53046.631
HUN,GBR,52605.92
ESP,KWT,52513.53
CHN,TUR,52411.889
FRA,MDV,52256.328
MEX,ESP,52256.019
AUT,CAN,51807.984
GBR,CHL,51593.175
CHN,THA,51395.859
USA,ISL,51350.86
GRC,USA,51265.854
IRL,ISR,51112.55
NLD,IRQ,51069.989
JPN,ARE,50845.648
SVN,UZB,50587.0
CHE,ESP,50554.276
GBR,MLT,50313.422
JPN,POL,50233.901
ARG,NLD,50153.746
CHN,KOR,50136.997
POL,VNM,50107.728
CZE,ITA,49989.486
CHN,TWN,49708.457
JPN,IRL,49497.184
USA,PAK,49449.243
HUN,IRL,49232.912
ETH,HKG,49231.941
ISR,NPL,49030.0
CAN,AGO,48853.902
BHR,FRA,48796.993
ITA,MEX,48627.992
CHE,AUT,48332.09
ITA,THA,47900.816
USA,TUN,47727.605
CHE,POL,47691.423
PHL,DEU,47665.757
RWA,POL,47634.352
DEU,QAT,47606.968
NOR,SWE,47569.241
HKG,NLD,47546.099
IND,HKG,47510.739
AUT,CHE,47338.562
ECU,COL,47027.448
UKR,IND,46874.221
ITA,AGO,46782.36
BRA,GBR,46776.384
SGP,BHR,46576.358
CHE,OMN,46549.282
NLD,CHE,46536.276
ISR,ITA,46521.026
BRA,IND,46488.923
THA,TWN,46107.972
DEU,CIV,46060.606
ITA,IDN,45965.477
FRA,FJI,45876.904
CHN,SVN,45834.066
GBR,MAR,45832.553
AUT,ITA,45780.785
MLT,DEU,45662.017
POL,IND,45641.898
AUT,GBR,45623.947
FRA,BHR,45619.138
BOL,BRA,45540.0
GBR,NGA,45115.073
ISL,UZB,45000.0
HUN,KWT,44986.658
CHN,MEX,44764.395
IND,JOR,44751.426
AUS,IND,44696.131
KOR,JPN,44618.673
ITA,TWN,44578.576
FRA,UZB,44578.257
ESP,CHE,44567.255
TUR,DEU,44172.615
ITA,SWE,44097.948
GBR,SRB,43958.97
BEL,SGP,43768.017
BHR,JOR,43609.392
NZL,AUS,43543.412
FRA,ARG,43354.49
ISR,LTU,43217.0
ISR,NZL,43095.707
POL,NZL,43025.002
ITA,NOR,43018.543
MYS,BRA,42542.799
SGP,BRN,42470.845
CHN,IDN,42364.804
TWN,BRA,42100.485
GBR,AZE,42089.52
SWE,BOL,42019.018
DEU,LBY,41767.625
IRL,CYP,41632.344
CHE,CHN,41288.02
AUT,FRA,41059.323
KAZ,GEO,41000.0
USA,JOR,40965.879
GBR,IDN,40954.764
BRA,HKG,40683.767
SAU,USA,40434.472
CHE,HKG,40300.874
TWN,ITA,40273.884
PAN,CZE,40238.92
USA,LTU,40096.482
USA,LBN,40076.466
ARE,UZB,40047.56
ISR,MLT,40035.285
DEU,ISL,39825.72
ITA,NGA,39696.242
POL,SGP,39627.178
AUT,SGP,39614.267
POL,ITA,39572.194
JPN,IDN,39142.575
GBR,COL,38879.699
ISR,GBR,38849.716
ESP,BRA,38806.933
FRA,SRB,38477.9
CAN,CHN,38432.358
SWE,QAT,38331.981
IDN,USA,38325.87
FRA,ZAF,38207.989
BRA,DNK,38186.272
NLD,HUN,38157.701
GUY,BRA,38102.024
GBR,BGR,37905.736
CHE,BEL,37878.153
GBR,BHR,37748.609
HUN,ESP,37718.299
POL,MNE,37704.922
IND,NZL,37397.119
KWT,HKG,37348.952
FRA,GAB,37107.616
BRA,UKR,37000.0
BEL,SAU,36847.19
NZL,USA,36740.882
IRL,TUR,36666.558
KAZ,USA,36634.661
GBR,FIN,36573.838
BEL,CHE,36566.556
IRL,MEX,36480.715
PAK,NLD,36259.572
SWE,CAN,36123.062
HKG,FRA,36094.85
AUS,OMN,36011.462
CHE,VGB,35929.861
CZE,DEU,35720.41
IRL,FIN,35481.948
JPN,QAT,35387.865
CYP,ISR,35157.0
SWE,JPN,35072.837
HUN,POL,34854.095
HUN,SGP,34759.858
HKG,BRA,34702.164
SWE,IDN,34670.935
AUS,SGP,34529.072
IRL,MDV,34501.654
HRV,CHE,34444.677
BEL,HKG,34416.356
CAN,PHL,34388.976
DEU,BEL,34306.354
ISR,FRA,33841.539
ITA,GHA,33801.275
COL,USA,33577.162
NLD,PAK,33498.065
PRT,USA,33240.123
JPN,TUR,33157.411
IND,BRA,33063.802
ITA,RUS,33063.393
CHN,AUT,33039.998
SVN,USA,32991.853
CHN,SRB,32945.297
TWN,JPN,32888.591
EST,GEO,32506.374
USA,SVN,32493.795
NLD,GEO,32422.965
CAN,QAT,32120.582
KHM,NGA,32112.49
IRL,ZAF,31969.99
AUS,NLD,31909.921
HUN,SRB,31903.168
IND,RUS,31838.091
BHR,DEU,31806.498
ITA,UGA,31788.902
IDN,HKG,31624.911
DEU,IDN,31618.593
CHN,VNM,31227.119
SGP,BRA,30995.279
AUS,JPN,30826.772
CYP,IRL,30808.501
CZE,CHE,30780.823
SGP,PNG,30758.412
HRV,DEU,30633.866
BRA,DEU,30612.646
DEU,HRV,30462.628
CAN,THA,30386.386
BEL,BRA,30359.56
SWE,UKR,30351.277
GBR,DNK,30276.337
NLD,CHL,30238.27
PHL,GBR,30146.329
MMR,IDN,30100.0
KAZ,HKG,29985.263
ESP,AGO,29976.943
RUS,UZB,29917.04
UKR,TUR,29900.044
AGO,GBR,29886.342
ZAF,USA,29884.717
TUR,ESP,29749.028
GBR,GRC,29696.887
FIN,GBR,29664.797
CHN,IND,29652.188
ARE,NLD,29621.922
CHE,ISR,29562.327
USA,PRY,29484.674
IRL,THA,29464.803
NLD,BRA,29381.635
HUN,SWE,29281.917
CAN,NZL,29242.99
ARE,BGR,29176.393
AUS,CZE,29125.854
GBR,BGD,29105.059
ITA,GUY,28782.254
SAU,FRA,28733.162
ROU,USA,28528.941
ITA,HUN,28485.419
ROU,ITA,28470.364
MYS,NLD,28397.296
IND,CHE,28366.565
BRA,NGA,28342.835
SWE,BGR,28236.216
DEU,CZE,27982.533
CZE,SEN,27905.038
CZE,POL,27750.976
CAN,TWN,27676.594
ISL,SGP,27657.821
BOL,USA,27626.367
KOR,TWN,27514.414
ESP,MAR,27490.313
MEX,MYS,27467.984
SWE,TWN,27443.181
FRA,SVK,27385.791
DEU,LUX,27289.148
POL,ISL,27229.331
USA,AGO,27196.356
FRA,QAT,27132.604
NLD,MAR,27126.422
SWE,CHE,27081.228
CZE,SGP,27007.791
ISR,AZE,26982.0
SGP,CZE,26881.126
SGP,BEL,26815.831
ARE,USA,26760.616
SWE,AUS,26641.882
DEU,NGA,26636.185
CZE,NGA,26624.657
KAZ,NLD,26532.038
CHE,SAU,26500.021
SRB,POL,26493.309
FRA,JOR,26416.713
THA,NZL,26414.573
NOR,ARG,26386.682
TWN,ARE,26362.606
CHE,TUR,26311.204
IND,CAN,26260.737
USA,OMN,25954.108
ITA,GRC,25871.637
BRA,KAZ,25738.922
GRC,CHE,25703.241
CHE,LUX,25567.543
LKA,HKG,25478.321
CYM,ITA,25425.743
NOR,NLD,25370.288
BEL,COL,25337.663
SRB,CZE,25317.377
UKR,DZA,25281.934
MYS,IDN,25247.135
RUS,SRB,25204.837
VNM,SGP,25121.652
ITA,CZE,25012.333
CHE,CZE,24957.291
THA,IDN,24920.22
GBR,ZAF,24858.567
NLD,MYS,24795.334
POL,HKG,24713.691
ESP,OMN,24673.822
FRA,PYF,24665.163
RUS,BRA,24649.291
FRA,DZA,24587.064
HUN,MYS,24436.986
DEU,PAK,24364.95
JPN,ITA,24334.692
ARE,ESP,24309.808
DEU,JOR,24273.169
TUR,ARE,24263.747
CHN,NZL,24254.49
TUN,SGP,24223.975
ROU,CAN,24136.471
HKG,BEL,24084.054
ZAF,ECU,23973.186
KOR,IRL,23838.328
ITA,OMN,23707.214
POL,TUN,23695.35
GBR,DZA,23679.936
NLD,BHR,23679.73
NLD,TZA,23673.235
USA,MDV,23659.185
BEL,CAN,23561.663
FIN,VNM,23502.771
JPN,BRA,23480.685
EST,SGP,23199.926
IDN,FRA,23144.31
KAZ,POL,23045.506
ESP,SAU,22988.242
HKG,ETH,22948.553
DEU,HND,22943.25
POL,AUS,22906.015
TUR,GEO,22862.515
CAN,NOR,22789.914
SAU,IRL,22755.689
HRV,EGY,22696.907
SGP,DZA,22693.775
MEX,SWE,22560.767
PRT,GBR,22467.924
MEX,CZE,22376.807
NLD,JPN,22263.202
THA,GHA,22196.977
FRA,CZE,22174.749
KOR,FRA,22159.213
POL,KOR,22147.604
USA,TZA,22020.26
TWN,CAN,22014.562
QAT,GEO,22011.853
IRL,MAR,21874.09
TUR,MYS,21641.175
UZB,GBR,21604.285
FRA,NPL,21585.034
BRA,LUX,21569.035
TUN,USA,21342.185
ITA,KAZ,21312.437
ITA,DNK,21268.528
HUN,KOR,21222.658
HUN,GRC,21191.913
AUS,NZL,21159.927
SAU,QAT,21062.453
SAU,BEL,21047.651
HUN,QAT,20851.89
KWT,CHN,20842.662
IRL,MLT,20807.533
CHN,CHE,20784.52
CHE,MLT,20772.299
CZE,TUR,20754.208
ESP,JPN,20731.568
CAN,ARG,20717.581
GBR,FLK,20712.593
ITA,COL,20688.284
SVN,ITA,20606.72
ESP,QAT,20564.898
NOR,BEL,20519.076
POL,SAU,20492.987
CZE,SWE,20488.68
JOR,ESP,20412.778
VNM,POL,20374.194
TUR,HKG,20334.933
RUS,GBR,20330.594
CAN,COL,20313.979
TWN,TUR,20295.526
CAN,JOR,20213.892
CHE,IDN,20143.212
CHN,CZE,20136.197
BHR,NLD,20028.112
BEN,USA,20015.714
CHN,QAT,19969.882
NOR,SGP,19947.719
USA,VEN,19935.198
AUS,IDN,19845.857
DEU,PRT,19774.061
NZL,MYS,19766.39
BHR,LUX,19764.243
CHE,KWT,19718.382
KAZ,FRA,19637.875
POL,NLD,19531.529
TWN,DEU,19385.18
POL,MYS,19359.712
CHL,USA,19315.617
TUR,GHA,19256.0
BRA,AUS,19189.97
ITA,ARG,19166.732
TUR,SGP,19041.901
THA,NLD,19034.346
USA,DOM,19020.902
VNM,TWN,18998.939
BEL,PHL,18959.048
POL,BEL,18937.144
DEU,SMR,18867.555
ESP,TWN,18851.805
CHN,ARE,18824.756
SWE,ARG,18796.684
FRA,AUT,18750.746
USA,TTO,18750.393
ROU,DEU,18714.691
USA,EST,18706.109
CAN,KGZ,18616.044
DEU,EGY,18586.879
BGR,IND,18583.476
HKG,MAR,18578.085
BRA,GUY,18546.502
CHE,ROU,18546.128
AUS,GTM,18533.165
IRL,KEN,18486.924
NLD,POL,18480.564
MEX,TWN,18441.504
CZE,BEL,18381.426
SWE,SRB,18374.819
