# source: CEPII BACI HS17 V202601, year 2024 (via data/processed/baci_2024_hs6.parquet)
# pulled: 2026-07-30
# license: Etalab 2.0
# script: analysis/20_multigraph.py
# unit: *_kusd values are THOUSANDS of current USD (BACI native 'v'); USD = kusd * 1e3
# note: Taiwan = BACI code 490 'Other Asia, nes', recoded to TWN (iso3_recode)
# note: de minimis 1.0 kUSD on layer edges; HHI on 0..10,000 scale;
#       betweenness distance = 1/ln(1+v_kusd); eigenvector on undirected projection
# layer = batteries; HS6 codes (10): 282520,283691,850710,850720,850730,850740,850750,850760,850780,850790
exporter_iso3,importer_iso3,value_kusd
JPN,MEX,389407.194
POL,MEX,368741.19
TWN,USA,354763.346
DEU,NLD,337334.529
CHN,ISR,330876.883
CHN,SGP,330609.469
NLD,DEU,307762.731
DEU,SWE,304653.865
HUN,ITA,302282.27
CHN,SVK,300519.959
DEU,HUN,287885.575
POL,HUN,287121.318
ESP,FRA,285424.111
HUN,SVK,283770.378
JPN,CHN,281529.845
DEU,AUT,279548.6
POL,CAN,277605.913
HUN,CZE,275956.434
POL,CHN,267966.753
JPN,FRA,261926.612
DEU,GBR,255037.905
USA,GBR,250239.818
JPN,TUR,249371.635
KOR,IND,248329.028
KOR,HUN,245819.042
CHN,NGA,242876.049
AUT,DEU,241751.049
DEU,MEX,239334.462
HUN,TUR,238147.114
MYS,CHN,232697.374
USA,DEU,228544.777
KOR,AUS,226585.374
POL,AUT,224378.348
HUN,GBR,215997.542
JPN,DEU,214162.799
JPN,GBR,210961.43
MYS,MEX,209529.66
FRA,DEU,205370.965
POL,ITA,204149.462
KOR,BEL,203276.89
CZE,POL,202044.169
JPN,IND,196687.682
USA,NLD,194276.825
KOR,POL,191913.1
HUN,ESP,190629.781
NLD,ITA,189534.413
FRA,USA,188898.363
GBR,USA,187007.356
CHN,CHE,186631.115
DEU,BEL,184719.244
USA,JPN,181883.201
VNM,GBR,174988.734
POL,GBR,174699.04
JPN,SGP,171983.762
CZE,SVK,171074.203
NLD,BEL,167535.436
DEU,CHE,165808.446
KOR,TWN,164039.597
VNM,CHN,159585.075
CZE,ESP,159341.416
ITA,DEU,158343.881
CHN,PHL,157779.507
SGP,CHN,156442.326
CHN,ROU,156369.942
POL,BEL,154670.737
MYS,HKG,149042.303
ESP,ITA,147225.639
GRC,DEU,146266.575
USA,TWN,144689.833
DEU,SVK,143445.429
ITA,FRA,142256.057
ROU,DEU,142026.269
KOR,GBR,140083.868
DEU,ROU,137761.695
CHN,BGR,135969.11
PHL,USA,134469.518
USA,KOR,133779.581
CZE,FRA,132641.109
HKG,ESP,132306.05
HKG,VNM,131103.305
CHL,JPN,126840.371
CHN,UZB,126403.119
IND,ARE,125730.681
ESP,DEU,125434.982
VNM,IND,124599.043
ESP,GBR,124244.536
JPN,THA,123505.16
SVK,HUN,123221.532
JPN,TWN,122974.647
FRA,ESP,120845.375
CHL,USA,120078.994
SVK,CZE,119730.298
ITA,ESP,119424.16
FRA,ITA,117500.145
ESP,PRT,115209.888
SGP,JPN,115029.164
CHN,IRQ,114309.997
CHN,NZL,113926.4
JPN,NLD,112888.69
CHN,NOR,112873.414
KOR,CAN,111288.742
HUN,AUT,110481.462
CHN,PAK,110364.548
DEU,DNK,110014.27
ESP,POL,109965.834
KOR,FIN,108895.213
POL,SWE,108772.624
JPN,CZE,107522.433
KOR,ITA,105721.499
BEL,SWE,105530.932
CHL,NLD,103526.57
CHN,ARG,103282.736
GBR,DEU,102862.17
CHL,BEL,100383.172
MYS,DEU,100208.269
VNM,NLD,97195.463
KOR,FRA,96788.313
CHN,SVN,96426.589
USA,CHN,96210.382
JPN,CAN,96180.334
ARG,KOR,95819.023
FRA,BEL,95643.543
CHN,MMR,92236.518
SGP,USA,91419.939
POL,UKR,91062.353
VNM,CAN,90300.361
MYS,VNM,89978.226
FRA,NLD,87490.104
POL,SVK,86680.141
HUN,CAN,85832.496
CHN,BGD,84174.407
DEU,ZAF,82134.267
ITA,POL,81958.602
DEU,TUR,81724.308
CHN,IRL,81375.619
GRC,ITA,81189.471
GBR,FRA,80549.908
CHN,COL,80505.491
ARG,USA,79038.308
VNM,DEU,78879.229
CZE,ITA,78764.133
MEX,CAN,78460.829
CHN,PER,77882.035
CHN,DNK,77145.207
IND,NGA,77064.267
BEL,NLD,76983.912
CZE,HUN,76761.354
MYS,HUN,76667.717
VNM,KOR,76520.911
DEU,MYS,76494.978
HKG,NLD,76286.309
KOR,RUS,75788.227
NLD,SWE,74591.675
BRA,ARG,74464.179
CHN,MLI,73982.312
ITA,GBR,73080.737
AUS,CHN,71030.715
CHN,GHA,68127.389
PHL,MYS,67841.659
CHN,MNG,67102.076
BGR,ROU,66594.858
POL,TUR,65825.013
ARG,JPN,65818.696
KOR,ARE,65608.343
JPN,HUN,65124.024
HUN,NLD,64023.769
DEU,FIN,63622.371
GBR,NLD,62834.795
KAZ,RUS,62474.8
ESP,TUR,62054.96
FRA,GBR,61700.611
KOR,SVK,60566.153
CHN,EGY,60529.997
GBR,IRL,60345.621
JPN,HKG,60064.491
CHN,MAR,59342.162
NLD,POL,59088.67
VNM,BRA,58881.915
CZE,SWE,58549.432
SVN,ITA,58378.169
CHN,PAN,57859.222
USA,BRA,57613.462
CZE,UKR,57094.028
CHN,PRT,57051.452
DEU,NOR,56576.97
JPN,IDN,55755.315
DEU,JPN,55738.436
KOR,CHL,55444.989
SGP,MYS,55328.851
SVN,ESP,54460.676
TWN,JPN,53154.743
DEU,AUS,53094.194
TWN,NLD,52946.622
MYS,SAU,52854.389
JPN,KOR,52679.849
IND,DEU,51442.056
NLD,DNK,51247.223
AUT,ITA,51238.234
USA,ESP,51205.907
IND,USA,51001.498
USA,FRA,50539.061
SGP,HKG,50453.03
JPN,BRA,50434.219
SWE,EGY,50313.083
NLD,FRA,50161.888
FIN,SWE,50021.291
FIN,USA,49535.743
KOR,IRQ,49303.476
ESP,MAR,49295.389
CHE,DEU,48516.423
TUR,RUS,48447.766
NLD,IRL,48316.343
MYS,TUR,47462.503
POL,NLD,47415.947
CZE,AUT,47175.651
SVK,DEU,46683.104
CHN,KEN,46503.726
TUR,GBR,46135.12
VNM,JPN,45998.07
CHN,EST,45903.786
BGR,TWN,45747.52
CZE,ROU,45742.837
CHN,SRB,45723.629
TWN,VNM,45308.431
MEX,GTM,45286.595
USA,ITA,45137.67
BEL,DEU,44654.813
VNM,PHL,44568.727
CHN,JOR,44390.239
DEU,KOR,44332.889
TWN,CHN,44173.044
HKG,FRA,44057.892
GBR,JPN,43851.262
USA,BEL,43734.365
CHN,GRC,43376.224
VNM,MEX,43259.204
USA,DOM,43245.049
DEU,IND,43141.146
ESP,CZE,42918.911
SGP,DEU,42877.696
KOR,SWE,42619.547
CZE,GBR,42116.875
KOR,LBY,41933.055
VNM,ITA,41852.668
PHL,DEU,41560.993
TUR,ROU,41489.622
COL,USA,41395.715
DEU,THA,41281.635
NOR,VNM,41136.861
BEL,FRA,40929.116
CHN,DOM,40922.506
PHL,JPN,40590.527
THA,MYS,40418.653
ITA,USA,39830.138
IDN,IND,39542.059
POL,ESP,39512.252
KOR,MEX,39474.281
MEX,NLD,39059.267
VNM,ROU,39037.969
CHN,TZA,38995.288
SWE,DNK,38969.619
KOR,CZE,38930.944
DEU,SGP,38413.537
DEU,HKG,38228.388
KOR,PHL,38003.163
MYS,CAN,37864.696
AUT,CZE,37634.455
AUT,FRA,37493.869
IND,HUN,37377.438
CHN,COD,37219.134
KOR,NLD,37115.27
THA,USA,36933.585
SWE,ITA,36855.741
DEU,ARE,36705.858
PHL,AUS,36644.555
CHN,LBN,36048.358
BGR,ITA,35858.094
KOR,HKG,35741.788
SWE,BEL,35656.678
POL,KOR,35432.985
KOR,SAU,35255.26
PRT,DEU,35178.109
MYS,NLD,34897.205
CHN,KAZ,34880.154
TWN,HKG,34826.581
USA,SAU,34780.646
VNM,HUN,34508.129
VNM,IRL,34425.388
NLD,HUN,34248.611
CHL,GBR,34209.648
SVN,ROU,34193.708
DEU,BRA,34148.162
KOR,NOR,33745.078
GRC,USA,33622.235
VNM,FRA,33583.956
NLD,GBR,33381.795
POL,CHE,33257.347
IND,IRQ,33188.271
SWE,USA,33105.671
FIN,BEL,32950.705
CHN,SEN,32836.655
VNM,SAU,32713.38
TUR,EGY,32656.791
IND,IDN,32595.201
TWN,CAN,32567.152
KOR,THA,32554.357
VNM,THA,32489.787
JPN,MYS,32487.132
GBR,ESP,32441.475
CHN,ETH,32358.986
POL,BGR,32311.649
SGP,MEX,32260.024
CHN,KHM,32219.945
SGP,PHL,32102.943
DEU,UKR,31916.902
FRA,POL,31906.824
AUT,USA,31888.619
ZAF,ZMB,31742.263
DEU,HRV,31696.673
PRT,FRA,31303.456
ARE,USA,31213.16
CHN,CMR,31178.397
MEX,DEU,31109.499
JPN,POL,31068.36
TWN,PHL,31026.797
SWE,NOR,30958.145
MYS,ARE,30857.98
HKG,CHN,30593.815
ARE,DEU,30447.455
HKG,IND,30417.446
CHN,ECU,29963.493
VNM,IDN,29844.771
HUN,BGR,29702.653
NLD,ESP,29547.671
SGP,TWN,29490.133
SVN,DEU,29477.373
USA,SGP,29433.904
MEX,FRA,29406.587
USA,HKG,29345.028
FRA,SWE,29335.037
ITA,SWE,29332.495
CHN,BFA,29306.72
HKG,MEX,29221.607
BRA,PRY,29148.915
TWN,DEU,29074.891
SGP,ROU,28968.974
HUN,ROU,28960.543
POL,FIN,28879.325
KOR,IDN,28763.912
TUR,ITA,28553.061
SGP,VNM,28535.28
PHL,NLD,28476.458
COL,MEX,28428.863
ITA,ROU,28420.004
DEU,IRL,28391.362
ESP,USA,28382.292
PHL,AUT,28311.296
CHN,GIN,28232.09
IND,NPL,28177.589
DNK,SWE,27973.327
CHN,IRN,27872.764
THA,MMR,27684.103
AUT,POL,27581.219
NLD,CZE,27509.028
USA,POL,27470.173
KOR,ESP,27361.582
BGR,DEU,27332.655
IND,MYS,27280.541
TUR,DEU,27264.348
ITA,NLD,27121.056
SVN,FRA,27005.826
SWE,FIN,26939.274
AUT,GBR,26889.317
CZE,TUR,26726.658
TUR,USA,26575.726
USA,NOR,26556.402
KOR,MYS,26482.784
TWN,FRA,26447.333
MEX,HND,26416.105
SVN,MKD,26381.464
HKG,HUN,26337.385
FIN,CHN,26206.35
DEU,BGR,26200.788
ITA,GRC,25994.055
DEU,PRT,25848.237
TWN,GBR,25745.794
DEU,SAU,25723.816
DEU,ISR,25711.152
MEX,HUN,25625.02
MKD,ITA,25499.998
USA,CHE,25499.355
ESP,SWE,25273.035
IND,SAU,25196.137
USA,IND,25126.888
MKD,ESP,25007.562
SWE,POL,24952.333
KOR,ISR,24923.332
CHE,USA,24766.834
ITA,HRV,24679.28
HUN,POL,24556.213
GBR,CHN,24493.68
CHN,YEM,24425.557
CHN,LTU,24310.071
CHE,FRA,24282.035
ROU,NLD,24174.23
KOR,TUR,23992.117
CHN,UGA,23957.119
IND,TUR,23839.436
DEU,CAN,23814.539
ITA,TUR,23694.49
THA,IDN,23588.06
VNM,SWE,23513.675
IND,THA,23511.151
PHL,CAN,23225.549
CHN,LKA,23207.35
VNM,POL,23105.27
TWN,ESP,23004.141
MYS,SGP,22967.182
CHN,GTM,22884.397
AUS,KOR,22627.077
CHN,VEN,22586.948
CHN,DZA,22537.511
KOR,SGP,22500.985
CHN,MDG,22434.008
ITA,AUT,22355.675
ITA,BEL,22249.873
VNM,TWN,22168.196
MYS,AUS,22139.394
JPN,AUS,22073.805
KOR,GRC,22018.098
POL,DNK,21819.209
AUT,HUN,21700.707
USA,NZL,21682.278
CHN,TGO,21679.002
CHN,BLR,21629.474
ITA,HUN,21597.015
GBR,CZE,21492.716
FRA,SGP,21432.737
SGP,AUS,21416.547
CHN,CIV,21383.054
TUR,FRA,21367.11
AUT,CAN,21340.297
BGR,UKR,21326.107
CZE,NLD,21262.419
THA,ARE,21154.909
POL,NOR,21142.296
CHN,OMN,21136.556
HKG,FIN,20927.493
SGP,POL,20924.202
USA,ARE,20914.239
CHL,DEU,20880.881
BEL,MEX,20698.347
USA,FIN,20552.636
CHN,HRV,20497.916
MEX,CRI,20440.865
NLD,ROU,20393.334
TUR,IRQ,20372.075
ROU,FRA,20369.474
IND,KWT,20219.065
SWE,DEU,20201.886
TWN,MYS,19989.396
ITA,ISR,19934.583
NLD,AUT,19903.314
JPN,BEL,19854.468
CHN,LBY,19762.127
FRA,SEN,19671.351
TWN,UKR,19608.94
CZE,GRC,19527.893
BEL,ITA,19351.249
MKD,SVN,19264.399
COL,ECU,19259.36
USA,COL,19253.942
ITA,CHE,19249.958
DEU,EGY,19232.904
THA,VNM,19229.83
USA,ISR,19139.433
VNM,SVK,19113.915
HUN,KOR,19032.447
VNM,TUR,18961.629
ZAF,ZWE,18886.028
CHN,ZWE,18673.325
IND,OMN,18639.751
USA,AUT,18602.895
USA,MYS,18551.698
FIN,ESP,18545.004
PAK,AFG,18434.46
KOR,NZL,18421.327
KOR,LBN,18397.095
ARE,ESP,18288.742
ITA,KOR,18179.3
DEU,VNM,18140.936
CYM,USA,18097.618
GBR,ARE,18051.658
MEX,DOM,17976.996
EGY,SAU,17920.017
GBR,AUS,17916.383
MKD,HUN,17905.738
HKG,BGD,17852.33
CHN,ZMB,17851.687
MEX,SLV,17811.909
VEN,COL,17806.647
DEU,TWN,17802.032
MKD,SRB,17740.462
DEU,GRC,17679.416
AUT,CHE,17645.408
HKG,MYS,17473.604
MYS,FRA,17434.947
TUR,ESP,17391.893
IND,JPN,17384.583
KOR,AGO,17376.165
POL,ROU,17301.684
IDN,GBR,17259.982
POL,IND,17240.008
HKG,ISR,17114.441
FRA,CHE,17070.683
IND,LBN,17044.144
GBR,ITA,17020.45
SVN,NLD,17005.267
TWN,POL,16989.017
GBR,POL,16984.312
CHN,JAM,16962.767
AUS,NZL,16951.76
NOR,NLD,16936.876
MYS,GBR,16824.892
SVK,CHN,16818.52
THA,IND,16775.531
FRA,ARE,16768.491
TUR,GEO,16620.353
HRV,DEU,16579.403
TUR,LBY,16558.345
CHN,QAT,16544.369
FRA,AUT,16538.479
TUN,DZA,16450.756
THA,JPN,16422.328
IND,PHL,16349.388
POL,LTU,16325.284
GBR,AUT,16301.419
JPN,VNM,16179.333
POL,SGP,16165.794
CHN,TCD,16149.227
AUT,SWE,16122.304
COL,PER,16091.532
CHN,CRI,16059.933
ZAF,NGA,16015.504
RUS,KAZ,15990.087
TUR,DZA,15981.697
SWE,ARE,15957.208
SVN,CAN,15763.39
MEX,CHN,15734.752
IND,LKA,15728.02
NLD,USA,15707.399
CHN,PRY,15706.012
ESP,FIN,15687.948
DEU,LVA,15574.977
FRA,CZE,15572.879
GRC,FRA,15538.502
ZAF,NAM,15477.463
BGR,GRC,15417.084
NLD,PRT,15412.66
SAU,USA,15405.483
ESP,EGY,15403.774
FRA,PRT,15399.357
IDN,MYS,15360.68
TWN,HUN,15358.38
DNK,DEU,15351.196
ITA,SVN,15336.39
IDN,NLD,15333.952
HUN,CHE,15325.926
SVN,GBR,15314.502
HUN,FRA,15258.616
SAU,ARE,15242.622
BRA,URY,15241.769
IRL,ESP,15223.68
ESP,ZAF,15213.823
ROU,USA,15133.194
IDN,JPN,14965.868
ESP,NLD,14929.648
ITA,SAU,14923.464
USA,CRI,14902.632
ITA,CZE,14895.541
TUR,UKR,14888.334
HKG,DEU,14863.998
MYS,TWN,14854.233
IND,JOR,14810.568
IND,SGP,14799.433
THA,MLI,14796.756
USA,IRL,14703.67
MYS,IRQ,14638.483
VNM,ESP,14620.551
NLD,CHE,14528.055
CHN,KWT,14473.463
JPN,ESP,14438.297
POL,SVN,14399.744
TWN,CHE,14375.946
VNM,CZE,14313.758
JPN,CHE,14294.094
FRA,SAU,14246.654
COL,VEN,14124.109
FRA,TUR,13965.101
ARE,BGR,13849.58
KOR,NGA,13800.761
CHE,AUT,13783.984
TWN,ITA,13738.543
SWE,SAU,13421.429
MKD,TUR,13393.757
PRT,ESP,13376.758
TUR,AZE,13354.159
CZE,USA,13331.597
SVN,ISR,13330.339
SWE,NLD,13322.308
BGR,FRA,13320.989
NOR,TUR,13296.805
ROU,ARE,13275.384
CZE,DNK,13268.413
CZE,HRV,13255.249
USA,TUR,13218.44
TWN,THA,13174.284
DEU,SVN,13172.686
IDN,PHL,13166.067
ESP,MEX,13117.293
CZE,FIN,13110.039
THA,PHL,13044.708
FRA,DNK,13019.675
CHE,ITA,13000.239
DEU,LUX,12882.692
TUR,ISR,12882.157
ESP,ARE,12880.527
BOL,CHN,12820.648
PRT,GBR,12752.754
IND,VNM,12740.332
ESP,CHL,12691.322
FRA,CAN,12682.77
UKR,POL,12678.129
CHE,NLD,12670.019
KOR,BRA,12668.801
PRT,SWE,12657.782
NOR,SWE,12618.693
CHN,HND,12589.694
GRC,ISR,12555.41
PHL,GBR,12525.267
KOR,COL,12459.187
FRA,CHN,12395.318
IND,QAT,12389.769
IRL,USA,12383.294
IND,YEM,12225.047
SVN,USA,12221.126
KOR,PER,12202.859
POL,JPN,12110.189
HUN,UKR,12037.941
IND,AUS,11981.693
USA,ECU,11981.258
PRT,ITA,11981.186
GRC,POL,11957.232
CZE,CHE,11955.97
CHN,MRT,11926.149
DNK,NLD,11895.33
TUR,GRC,11886.98
GBR,TUR,11883.586
NLD,GRC,11873.005
ESP,CHE,11811.875
USA,CHL,11716.835
THA,LAO,11679.24
PER,USA,11656.322
KEN,UGA,11588.121
NOR,ESP,11519.601
AUT,ESP,11506.538
MYS,JPN,11503.087
AUT,TUR,11471.899
GBR,SWE,11463.629
MEX,AUS,11445.403
SGP,NLD,11443.411
TUR,KAZ,11412.301
NLD,ISR,11375.723
TUR,ZAF,11343.706
TUR,UZB,11337.636
VNM,SGP,11289.136
SWE,ESP,11282.348
MEX,NIC,11206.543
IDN,ITA,11170.542
ITA,ARE,11122.483
PHL,CHN,11028.745
CHL,POL,11011.326
CHN,DJI,10965.193
GRC,NLD,10918.498
THA,KHM,10916.45
IND,TWN,10889.121
ROU,HUN,10880.71
CZE,CHN,10879.011
IND,RUS,10876.223
BEL,CZE,10864.135
DEU,EST,10790.832
FRA,AUS,10723.618
CHN,URY,10695.193
TWN,KOR,10691.102
USA,SWE,10685.451
CHN,SLE,10683.95
MYS,IND,10666.972
IRL,GBR,10632.675
CHN,BOL,10559.591
AUT,HRV,10556.913
IND,GBR,10534.315
HKG,GBR,10521.971
ESP,SAU,10496.199
CHN,SLV,10475.393
CHN,NAM,10471.767
GRC,CZE,10449.158
ITA,SVK,10388.575
CHN,LVA,10317.585
KOR,CHE,10288.84
ZAF,NLD,10220.052
ROU,POL,10208.122
KOR,UZB,10161.913
CHN,MOZ,10094.852
CHL,FRA,10080.749
AUT,ROU,10065.139
FRA,FIN,10057.388
SVK,POL,10048.992
LUX,ITA,10014.226
USA,ZAF,10008.931
CZE,BEL,10007.305
JPN,FIN,9996.7
IRL,SWE,9988.055
TUR,SYR,9976.071
SGP,ITA,9947.46
USA,GTM,9925.882
NLD,CHN,9903.903
CZE,BGR,9880.939
KEN,TZA,9864.819
FRA,EGY,9855.276
TWN,AUS,9800.701
ZAF,MOZ,9785.99
TWN,KHM,9713.798
CHN,HTI,9694.76
KOR,PAN,9667.969
USA,THA,9655.663
SVN,UKR,9651.689
SGP,IDN,9649.931
VNM,CHE,9608.003
TUR,BGR,9591.908
BGR,POL,9544.617
IDN,THA,9493.25
THA,AFG,9491.881
POL,THA,9353.989
ITA,CAN,9350.933
PAK,YEM,9341.287
AUT,GRC,9336.659
CZE,SRB,9309.558
USA,PER,9300.427
FIN,GBR,9280.245
TWN,MEX,9262.913
HUN,FIN,9260.036
CHN,KGZ,9218.099
KOR,AUT,9163.889
USA,DNK,9154.9
GBR,DNK,9153.926
SWE,CZE,9132.413
RUS,CHN,9131.006
FRA,MAR,9105.063
CHN,TUN,9099.318
ARE,NLD,9088.186
GBR,ISR,9071.091
DEU,LTU,9058.63
CHE,AUS,9050.434
TUR,TKM,9029.18
SAU,EGY,9002.58
USA,KWT,8972.799
ITA,SRB,8939.637
FRA,HUN,8905.336
TUR,MRT,8882.136
ITA,NOR,8865.953
KOR,QAT,8860.316
IDN,USA,8856.713
ITA,IRL,8807.741
ITA,PRT,8708.614
NOR,CHN,8679.645
MYS,THA,8670.272
HKG,BRA,8668.97
KOR,EST,8633.867
SWE,ZAF,8608.411
SWE,JPN,8597.994
SVN,POL,8596.422
CHN,LUX,8508.263
NLD,ARE,8503.139
IDN,DEU,8502.751
MYS,PHL,8496.51
ISR,USA,8486.327
CHL,IND,8442.408
CHN,AZE,8426.491
IDN,ARE,8385.114
GBR,EGY,8382.091
MAR,ESP,8374.571
IND,BGD,8350.07
CHN,MKD,8343.274
SRB,DEU,8327.301
BEL,POL,8290.475
THA,AUS,8264.181
TUR,IRN,8219.913
MYS,BGR,8218.576
FRA,JPN,8169.922
ITA,MAR,8131.077
USA,ARG,8113.779
MKD,FRA,8106.414
JPN,MKD,8094.237
ITA,MEX,8093.905
POL,HRV,8081.645
ESP,TUN,8079.698
POL,MYS,8068.685
KOR,KAZ,8043.689
JPN,IRL,8041.472
CZE,ZAF,8018.096
SVN,HRV,8015.248
PRT,TUR,8004.694
HUN,HRV,7950.962
USA,BHS,7941.871
CHN,MDV,7931.557
AUT,BEL,7919.592
KAZ,KGZ,7919.521
CHN,NIC,7892.607
PHL,HKG,7886.85
CHE,CHN,7885.626
MKD,DEU,7859.724
CZE,KAZ,7858.022
FRA,NOR,7838.146
ITA,JPN,7809.652
FRA,ROU,7767.825
DNK,GBR,7756.937
IND,BHR,7752.93
GRC,ESP,7733.955
CZE,LVA,7702.573
ROU,GBR,7690.317
JPN,AUT,7658.131
GRC,TUR,7656.102
ESP,AUS,7639.795
ITA,CHL,7613.305
SVN,HUN,7611.988
MYS,QAT,7586.046
ESP,HUN,7568.653
TWN,CZE,7559.365
SWE,GBR,7521.223
USA,SVN,7515.304
SWE,AUS,7512.386
SVN,AUT,7504.399
BGR,NLD,7498.13
SVN,TUR,7487.053
ZAF,BWA,7477.693
FIN,CHL,7472.465
PHL,FRA,7458.381
LUX,AUT,7455.086
BRA,CHN,7437.152
CHN,NPL,7424.51
SWE,FRA,7415.943
GBR,BEL,7413.278
AUS,SWE,7387.932
BGR,GBR,7378.118
ISR,ITA,7375.063
FRA,DZA,7335.803
FIN,NOR,7330.822
HUN,TWN,7323.089
TUR,ARE,7308.17
ITA,AUS,7308.036
CHN,CUB,7280.682
ARE,ITA,7255.014
ESP,JOR,7246.722
TUR,KGZ,7236.039
CHN,MUS,7214.877
ESP,NOR,7191.175
BEL,ESP,7153.273
CHE,FIN,7126.243
ITA,CHN,7113.637
TUR,BEL,7108.608
USA,PAN,7102.631
KOR,GTM,7102.196
USA,HTI,7095.31
MEX,COL,7093.204
TWN,BRA,7073.745
PHL,NZL,7060.093
CHN,BEN,7023.474
SAU,JOR,7013.247
FRA,COD,6989.224
CHN,CUW,6978.976
CHN,PNG,6978.314
DNK,CZE,6961.74
ARE,GBR,6928.574
KOR,MNG,6924.069
MYS,BRA,6914.502
USA,HND,6913.636
ARE,AUS,6907.02
KOR,DOM,6889.199
ROU,ITA,6880.29
NLD,IND,6857.519
TUR,JOR,6844.037
GBR,SAU,6819.744
HUN,GRC,6790.716
HUN,SRB,6781.541
USA,JOR,6780.092
FIN,EST,6766.839
BOL,PRY,6752.693
KOR,CYP,6703.062
JPN,ZAF,6697.236
BEL,GBR,6688.132
KOR,ZAF,6675.741
TUN,FRA,6657.202
POL,GRC,6655.271
KOR,KWT,6652.782
KOR,SDN,6647.442
MEX,GBR,6645.901
CHN,BHR,6638.435
ECU,CHL,6602.151
DEU,IDN,6596.226
IND,ITA,6593.79
BRA,BOL,6561.26
THA,IRN,6560.011
AUT,SVN,6529.462
IDN,HKG,6480.408
POL,AUS,6448.605
AUS,USA,6440.346
CHE,ESP,6412.62
ESP,SVK,6407.677
ESP,BEL,6401.37
PRT,SAU,6375.397
VNM,ZAF,6345.942
BGR,ESP,6344.105
NLD,HRV,6332.512
TUR,CYP,6326.984
NLD,NOR,6312.535
FRA,ZAF,6281.861
TUR,CHL,6280.785
NOR,DEU,6269.279
HKG,ARE,6261.334
JPN,ITA,6250.275
SWE,CAN,6239.811
USA,QAT,6230.043
CHN,MAC,6229.861
TWN,ZAF,6227.828
THA,BRA,6222.249
PHL,CZE,6212.85
ECU,DOM,6209.858
TUR,DOM,6199.4
FIN,LTU,6197.627
CZE,MYS,6196.956
UKR,FRA,6192.179
IND,TZA,6189.851
SWE,SGP,6158.188
ITA,MYS,6140.273
CAN,MEX,6136.749
ARG,FRA,6114.081
AUS,NLD,6110.568
HUN,SWE,6107.504
FRA,KOR,6069.049
VNM,ARG,6066.82
AUT,BRA,6041.807
POL,SRB,5993.755
FRA,ISR,5992.734
HKG,USA,5985.286
ITA,DZA,5963.068
FRA,LUX,5945.491
ZAF,KEN,5927.23
NLD,FIN,5921.398
VNM,DNK,5913.511
VNM,UKR,5911.23
ITA,UKR,5904.412
ARE,AUT,5898.177
POL,SAU,5869.81
CHN,GUY,5865.728
AUT,NLD,5864.151
ISR,DEU,5855.279
ESP,ISR,5844.12
MYS,KOR,5822.328
SGP,GBR,5812.042
AUT,SVK,5806.923
VNM,MYS,5800.169
USA,ROU,5799.587
SGP,CAN,5791.01
